ID,RA,Dec,k80mag,e80mag,Jmag,eJmag,jMINUSeightzero,ERRORjMINUSeightzero
442,296.20242,-14.8177,13.39,0.03,17.872,0.048,4.482,0.056603887
444,296.18246,-14.84069,14.01,0.04,14.857,0.006,0.847,0.040447497
446,296.10493,-14.70952,13.95,0.04,14.534,0.005,0.584,0.040311289
447,296.37697,-14.69873,13.97,0.06,14.711,0.005,0.741,0.060207973
449,296.11213,-14.81967,13.88,0.04,15.028,0.007,1.148,0.040607881
450,296.38279,-14.84553,14,0.03,14.371,0.004,0.371,0.030265492
451,296.22233,-14.9099,13.33,0.04,19.303,0.156,5.973,0.161046577
453,296.15086,-14.92338,13.91,0.05,14.841,0.006,0.931,0.050358713
456,296.17461,-14.78841,13.46,0.04,18.057,0.056,4.597,0.068818602
457,296.08815,-14.76637,13.89,0.05,14.975,0.007,1.085,0.050487622
458,296.32285,-14.6623,14.08,0.03,14.581,0.005,0.501,0.030413813
459,296.14713,-14.8437,13.94,0.05,14.35,0.005,0.41,0.050249378
460,296.35775,-14.71477,14,0.07,14.395,0.004,0.395,0.070114193
461,296.09364,-14.95589,13.93,0.05,14.431,0.005,0.501,0.050249378
463,296.2424,-14.7578,13.95,0.06,14.824,0.006,0.874,0.060299254
464,296.24456,-14.8692,13.74,0.06,15.244,0.007,1.504,0.060406953
466,296.12876,-14.80718,10.95,0.03,16.794,0.021,5.844,0.036619667
467,296.27363,-14.74903,13.91,0.03,14.526,0.005,0.616,0.030413813
468,296.24157,-14.73595,13.97,0.1,14.918,0.006,0.948,0.100179838
469,296.3991,-14.70479,14,0.05,14.411,0.004,0.411,0.050159745
470,296.31158,-14.64834,13.95,0.02,14.783,0.005,0.833,0.020615528
472,296.32396,-14.80563,14.06,0.02,14.373,0.004,0.313,0.020396078
473,296.30437,-14.93588,14.03,0.07,14.501,0.005,0.471,0.070178344
474,296.15594,-14.84299,14.03,0.04,14.383,0.005,0.353,0.040311289
477,296.13914,-14.8505,13.95,0.07,14.683,0.005,0.733,0.070178344
479,296.28034,-14.64663,14.27,0.11,14.628,0.005,0.358,0.110113578
480,296.20576,-14.82646,14.09,0.04,14.452,0.005,0.362,0.040311289
481,296.26769,-14.68058,13.42,0.05,18.597,0.082,5.177,0.096041658
482,296.22819,-14.87066,14.05,0.04,14.422,0.005,0.372,0.040311289
483,296.38084,-14.68413,13.75,0.05,14.268,0.004,0.518,0.050159745
488,296.30353,-14.74166,13.31,0.04,17.877,0.047,4.567,0.061717096
489,296.25012,-14.89107,14,0.04,14.603,0.005,0.603,0.040311289
490,296.22446,-14.89137,13.73,0.05,14.728,0.006,0.998,0.050358713
491,296.41835,-14.78221,14.14,0.06,15.115,0.007,0.975,0.060406953
492,296.17273,-14.75847,14.17,0.09,14.459,0.005,0.289,0.090138782
493,296.20776,-14.92781,13.73,0.07,14.312,0.004,0.582,0.070114193
494,296.28574,-14.9286,13.78,0.05,14.319,0.004,0.539,0.050159745
495,296.21259,-14.80132,13.43,0.05,19.159,0.142,5.729,0.150545674
496,296.30098,-14.86873,13.91,0.05,15.132,0.007,1.222,0.050487622
497,296.104,-14.8887,13.93,0.03,14.501,0.005,0.571,0.030413813
498,296.19167,-14.82955,13.4,0.03,18.039,0.055,4.639,0.06264982
499,296.19891,-14.93806,14.14,0.05,14.695,0.005,0.555,0.050249378
500,296.22241,-14.75688,13.82,0.04,15.011,0.007,1.191,0.040607881
501,296.39644,-14.65802,13.92,0.04,14.718,0.005,0.798,0.040311289
502,296.13484,-14.9013,13.95,0.04,14.584,0.005,0.634,0.040311289
504,296.26103,-14.73258,13.92,0.05,14.817,0.006,0.897,0.050358713
505,296.24052,-14.84932,13.1,0.05,18.845,0.108,5.745,0.119012604
507,296.25102,-14.67677,14.13,0.05,14.967,0.006,0.837,0.050358713
508,296.30461,-14.71427,13.49,0.06,17.845,0.044,4.355,0.074404301
509,296.22367,-14.77175,13.9,0.06,15.078,0.007,1.178,0.060406953
510,296.33997,-14.78637,14.16,0.05,14.364,0.004,0.204,0.050159745
511,296.12366,-14.90253,14.18,0.06,14.493,0.005,0.313,0.060207973
512,296.18045,-14.80418,13.52,0.04,17.734,0.043,4.214,0.058728187
513,296.16694,-14.87247,14.12,0.04,14.508,0.005,0.388,0.040311289
514,296.19874,-14.74322,14.02,0.03,14.46,0.005,0.44,0.030413813
516,296.26234,-14.88244,13.67,0.04,16.354,0.015,2.684,0.042720019
517,296.22571,-14.88446,14.13,0.04,15.069,0.007,0.939,0.040607881
519,296.2132,-14.68089,13.5,0.06,16.359,0.014,2.859,0.061611687
520,296.13103,-14.86154,14.1,0.04,14.677,0.005,0.577,0.040311289
522,296.20121,-14.71862,14.02,0.04,15.053,0.006,1.033,0.040447497
524,296.34878,-14.71976,14.01,0.06,14.364,0.004,0.354,0.060133186
525,296.1827,-14.85873,14.01,0.03,15.12,0.007,1.11,0.030805844
526,296.09651,-14.69392,14.04,0.05,15.174,0.007,1.134,0.050487622
527,296.21013,-14.73622,13.84,0.04,14.924,0.006,1.084,0.040447497
529,296.03469,-14.67691,14.17,0.08,14.777,0.006,0.607,0.080224684
532,296.26034,-14.81802,13.75,0.03,15.896,0.011,2.146,0.031953091
533,296.10879,-14.67551,14.21,0.04,14.7,0.005,0.49,0.040311289
534,296.17851,-14.85548,14.09,0.05,15.096,0.007,1.006,0.050487622
535,296.23957,-14.75629,14.28,0.04,14.554,0.005,0.274,0.040311289
536,296.35757,-14.8472,14.11,0.04,14.719,0.005,0.609,0.040311289
537,296.36573,-14.89167,13.91,0.04,15.562,0.008,1.652,0.040792156
538,296.03853,-14.77658,13.72,0.04,14.364,0.005,0.644,0.040311289
539,296.24784,-14.92997,14.24,0.05,14.504,0.005,0.264,0.050249378
540,296.21112,-14.91068,13.28,0.03,19.013,0.123,5.733,0.126605687
541,296.40397,-14.91875,14.88,0.16,14.483,0.005,-0.397,0.160078106
542,296.16651,-14.78283,13.98,0.04,14.852,0.006,0.872,0.040447497
543,296.30013,-14.75728,14.17,0.04,14.622,0.005,0.452,0.040311289
544,296.41883,-14.88503,14.27,0.12,15.009,0.006,0.739,0.120149906
545,296.21722,-14.79319,14.07,0.07,14.936,0.006,0.866,0.070256672
546,296.23884,-14.85754,13.61,0.02,16.51,0.017,2.9,0.026248809
547,296.13898,-14.83143,14.08,0.06,15.222,0.007,1.142,0.060406953
548,296.15485,-14.88727,14.1,0.04,14.52,0.005,0.42,0.040311289
549,296.16779,-14.89871,14.05,0.04,14.609,0.005,0.559,0.040311289
551,296.12779,-14.68535,14.02,0.05,14.614,0.005,0.594,0.050249378
552,296.35193,-14.90932,14.44,0.05,15.33,0.007,0.89,0.050487622
553,296.21458,-14.84826,14.12,0.04,15.176,0.007,1.056,0.040607881
554,296.21927,-14.9272,14.15,0.06,14.93,0.006,0.78,0.060299254
555,296.12467,-14.79607,14.19,0.04,14.537,0.005,0.347,0.040311289
556,296.25296,-14.76515,14.41,0.07,14.62,0.005,0.21,0.070178344
557,296.3537,-14.71241,14.24,0.06,14.596,0.005,0.356,0.060207973
558,296.03165,-14.67768,13.96,0.07,14.58,0.005,0.62,0.070178344
559,296.2433,-14.72635,14.14,0.03,14.728,0.006,0.588,0.030594117
560,296.41745,-14.79169,14.2,0.05,14.928,0.006,0.728,0.050358713
561,296.04946,-14.79395,14.4,0.14,14.54,0.006,0.14,0.140128512
562,296.36599,-14.65709,14.24,0.08,14.529,0.004,0.289,0.080099938
563,296.24644,-14.79006,13.93,0.04,15.414,0.008,1.484,0.040792156
565,296.22632,-14.72547,13.51,0.04,18.179,0.061,4.669,0.072945185
566,296.42903,-14.85207,13.95,0.05,15.089,0.006,1.139,0.050358713
567,296.13953,-14.84234,15.13,0.09,14.544,0.005,-0.586,0.090138782
570,296.29942,-14.69263,14.36,0.12,15.01,0.006,0.65,0.120149906
571,296.04168,-14.75186,14.02,0.06,14.368,0.005,0.348,0.060207973
572,296.23576,-14.75836,14.25,0.05,14.722,0.006,0.472,0.050358713
573,296.24761,-14.70499,14.03,0.04,15.095,0.006,1.065,0.040447497
574,296.29266,-14.93824,14.22,0.08,14.722,0.006,0.502,0.080224684
575,296.2236,-14.77464,13.49,0.03,16.439,0.016,2.949,0.034
576,296.06967,-14.72182,14.12,0.08,14.815,0.006,0.695,0.080224684
577,296.22863,-14.87131,14.01,0.03,15.08,0.007,1.07,0.030805844
579,296.22701,-14.69771,14.01,0.02,14.758,0.005,0.748,0.020615528
580,296.12382,-14.83538,14.25,0.05,15.019,0.007,0.769,0.050487622
581,296.4003,-14.71003,14.22,0.06,14.869,0.005,0.649,0.060207973
582,296.30014,-14.87876,13.96,0.08,17.513,0.035,3.553,0.087321246
583,296.15111,-14.9525,14.55,0.14,14.698,0.006,0.148,0.140128512
584,296.10659,-14.80298,13.52,0.02,17.82,0.046,4.3,0.050159745
585,296.22323,-14.76663,13.47,0.04,16.279,0.014,2.809,0.04237924
586,296.30103,-14.72167,14.14,0.06,14.814,0.005,0.674,0.060207973
587,296.21816,-14.88028,13.84,0.03,16.28,0.014,2.44,0.033105891
588,296.38578,-14.76515,14.25,0.07,14.819,0.006,0.569,0.070256672
589,296.11609,-14.88108,13.1,0.05,17.31,0.031,4.21,0.058830264
590,296.29523,-14.65947,14.12,0.05,14.992,0.006,0.872,0.050358713
591,296.21048,-14.82961,13.9,0.04,15.855,0.011,1.955,0.041484937
592,296.10577,-14.75618,14.24,0.06,14.673,0.005,0.433,0.060207973
593,296.12413,-14.72402,13.71,0.04,18.18,0.058,4.47,0.07045566
594,296.22798,-14.87967,14.13,0.03,15.105,0.007,0.975,0.030805844
595,296.32184,-14.8362,13.63,0.05,18.041,0.045,4.411,0.06726812
596,296.40519,-14.7749,14.04,0.07,14.886,0.006,0.846,0.070256672
598,296.24047,-14.8215,14.12,0.04,15.175,0.007,1.055,0.040607881
599,296.2207,-14.71814,12.68,0.09,14.927,0.006,2.247,0.090199778
601,296.10368,-14.66721,13.97,0.03,14.653,0.005,0.683,0.030413813
602,296.27887,-14.86482,14.33,0.05,14.714,0.006,0.384,0.050358713
603,296.32346,-14.81105,14.27,0.03,14.692,0.005,0.422,0.030413813
605,296.19256,-14.78459,14.46,0.05,14.692,0.005,0.232,0.050249378
606,296.06101,-14.73091,14.28,0.08,15.272,0.008,0.992,0.080399005
607,296.11791,-14.89065,14.16,0.04,14.707,0.006,0.547,0.040447497
608,296.34788,-14.75763,13.63,0.04,18.643,0.073,5.013,0.083240615
609,296.23395,-14.7225,14.3,0.04,15.231,0.007,0.931,0.040607881
610,296.38216,-14.76021,14.19,0.07,14.953,0.006,0.763,0.070256672
614,296.21836,-14.80107,14.05,0.04,15.657,0.01,1.607,0.041231056
615,296.1237,-14.83347,13.72,0.04,14.197,0.004,0.477,0.040199502
616,296.18319,-14.76298,13.65,0.03,18.354,0.071,4.704,0.077077883
617,296.24367,-14.66818,14.27,0.05,14.877,0.006,0.607,0.050358713
618,296.24557,-14.82234,13.8,0.04,17.694,0.042,3.894,0.058
619,296.21473,-14.7416,14.19,0.03,15.169,0.007,0.979,0.030805844
620,296.22933,-14.65249,13.65,0.02,17.698,0.039,4.048,0.043829214
621,296.39301,-14.78929,14.67,0.11,14.685,0.005,0.015,0.110113578
623,296.28664,-14.81759,14.31,0.04,14.402,0.005,0.092,0.040311289
624,296.35055,-14.78734,14.19,0.05,14.617,0.005,0.427,0.050249378
625,296.37701,-14.89289,14.17,0.04,15.468,0.008,1.298,0.040792156
626,296.26797,-14.90649,14.33,0.07,14.738,0.006,0.408,0.070256672
627,296.22061,-14.80001,13.76,0.05,16.804,0.021,3.044,0.054230987
628,296.09708,-14.83125,14.34,0.04,14.618,0.005,0.278,0.040311289
629,296.40151,-14.87554,14.26,0.07,14.91,0.006,0.65,0.070256672
630,296.08533,-14.84802,14.22,0.04,14.676,0.006,0.456,0.040447497
631,296.10421,-14.79254,13.84,0.03,17.933,0.05,4.093,0.058309519
632,296.24124,-14.72373,13.78,0.04,17.138,0.025,3.358,0.047169906
634,296.08,-14.86635,14.41,0.15,15.216,0.008,0.806,0.150213182
635,296.25009,-14.6768,14.35,0.1,14.889,0.006,0.539,0.100179838
636,296.22884,-14.80433,13.89,0.08,17.086,0.026,3.196,0.084118963
637,296.23483,-14.83966,14.35,0.06,14.853,0.006,0.503,0.060299254
639,296.44935,-14.90197,14.88,0.14,14.708,0.005,-0.172,0.140089257
640,296.09973,-14.77755,14.38,0.06,14.82,0.006,0.44,0.060299254
641,296.30718,-14.84206,14.49,0.05,15.099,0.007,0.609,0.050487622
642,296.33334,-14.89412,14.15,0.06,14.744,0.005,0.594,0.060207973
643,296.22372,-14.83954,13.64,0.04,17.928,0.051,4.288,0.064815122
645,296.34948,-14.88276,14.31,0.04,15.107,0.007,0.797,0.040607881
647,296.064,-14.74631,14.2,0.05,14.754,0.006,0.554,0.050358713
648,296.23038,-14.75699,14.35,0.07,15.474,0.009,1.124,0.0705762
650,296.32037,-14.87581,14.42,0.06,14.763,0.005,0.343,0.060207973
651,296.07773,-14.84449,14.41,0.05,15.205,0.008,0.795,0.050635956
652,296.24999,-14.68432,14.36,0.04,14.973,0.006,0.613,0.040447497
653,296.28798,-14.80231,13.61,0.04,16.181,0.013,2.571,0.042059482
654,296.27779,-14.82281,13.37,0.02,18.45,0.077,5.08,0.079555012
655,296.31573,-14.84773,14.3,0.05,14.883,0.006,0.583,0.050358713
656,296.1982,-14.87107,14.39,0.05,15.352,0.008,0.962,0.050635956
657,296.41866,-14.74246,14.3,0.08,15.419,0.008,1.119,0.080399005
658,296.23241,-14.83929,12.93,0.05,16.379,0.016,3.449,0.052497619
659,296.41645,-14.80166,14.4,0.09,15.179,0.007,0.779,0.090271812
660,296.32847,-14.82026,14.43,0.03,15.472,0.008,1.042,0.031048349
661,296.16415,-14.84146,13.82,0.04,18.66,0.092,4.84,0.10031949
663,296.3085,-14.7124,14.48,0.06,14.927,0.006,0.447,0.060299254
664,296.22425,-14.79784,13.88,0.06,16.34,0.015,2.46,0.061846584
666,296.06491,-14.80865,14.42,0.07,14.757,0.006,0.337,0.070256672
667,296.34687,-14.74626,14.45,0.06,15.081,0.006,0.631,0.060299254
668,296.40918,-14.83155,14.33,0.07,14.812,0.006,0.482,0.070256672
669,296.1063,-14.8516,14.31,0.03,14.677,0.005,0.367,0.030413813
671,296.23409,-14.90133,14.33,0.06,15.007,0.007,0.677,0.060406953
672,296.16958,-14.92949,14.4,0.08,14.792,0.006,0.392,0.080224684
673,296.29871,-14.70153,14.43,0.05,15.066,0.006,0.636,0.050358713
674,296.1567,-14.67873,14.37,0.06,15.004,0.006,0.634,0.060299254
675,296.3646,-14.6511,14.07,0.07,14.727,0.005,0.657,0.070178344
676,296.24717,-14.83917,13.82,0.02,17.106,0.026,3.286,0.032802439
678,296.31042,-14.74779,14.25,0.05,14.965,0.006,0.715,0.050358713
679,296.20508,-14.694,14.43,0.06,14.85,0.006,0.42,0.060299254
680,296.07742,-14.76413,14.4,0.06,14.844,0.007,0.444,0.060406953
681,296.25105,-14.79978,13.79,0.07,15.43,0.008,1.64,0.07045566
682,296.1916,-14.85079,14.31,0.05,15.347,0.008,1.037,0.050635956
685,296.18369,-14.77243,14.01,0.05,17.568,0.037,3.558,0.062201286
686,296.07722,-14.85654,14.53,0.07,14.719,0.006,0.189,0.070256672
687,296.18781,-14.90085,14.42,0.04,14.789,0.006,0.369,0.040447497
688,296.14705,-14.67938,14.48,0.04,15.316,0.007,0.836,0.040607881
689,296.20466,-14.83086,13.98,0.05,16.57,0.018,2.59,0.053141321
690,296.09678,-14.71193,14.78,0.18,14.747,0.005,-0.033,0.180069431
691,296.20559,-14.77856,14.5,0.04,14.856,0.006,0.356,0.040447497
692,296.15969,-14.85963,13.29,0.07,18.204,0.063,4.914,0.094175368
693,296.25032,-14.80362,13.98,0.06,15.376,0.008,1.396,0.060530984
694,296.30872,-14.8658,13.3,0.03,19.182,0.139,5.882,0.142200563
695,296.40653,-14.84045,14.47,0.09,14.9,0.006,0.43,0.090199778
696,296.32105,-14.89365,14.29,0.04,14.989,0.006,0.699,0.040447497
698,296.2044,-14.92848,14.35,0.04,14.789,0.006,0.439,0.040447497
701,296.24451,-14.83897,14.4,0.04,14.948,0.006,0.548,0.040447497
702,296.31798,-14.80184,14.51,0.05,14.745,0.005,0.235,0.050249378
703,296.20325,-14.82793,13.51,0.04,18.054,0.056,4.544,0.068818602
704,296.2765,-14.86,14.29,0.06,15.39,0.008,1.1,0.060530984
705,296.2009,-14.7277,14.44,0.03,15.296,0.008,0.856,0.031048349
706,296.39253,-14.68636,14.87,0.1,14.858,0.005,-0.012,0.100124922
707,296.20164,-14.88634,14.09,0.05,16.685,0.019,2.595,0.053488316
708,296.27528,-14.81896,14.51,0.05,14.856,0.006,0.346,0.050358713
709,296.21545,-14.78518,14.84,0.11,14.905,0.006,0.065,0.110163515
710,296.23458,-14.73063,14.45,0.05,15.28,0.008,0.83,0.050635956
711,296.2468,-14.80972,14.15,0.05,15.502,0.009,1.352,0.050803543
712,296.17491,-14.66868,14.18,0.02,15.722,0.009,1.542,0.021931712
713,296.30515,-14.91793,14.36,0.06,15.484,0.009,1.124,0.060671245
714,296.24418,-14.84676,14.25,0.03,14.719,0.006,0.469,0.030594117
715,296.37477,-14.68718,14.72,0.09,15.038,0.006,0.318,0.090199778
716,296.22953,-14.87045,14.6,0.06,14.769,0.006,0.169,0.060299254
717,296.28858,-14.90324,14.31,0.05,14.806,0.006,0.496,0.050358713
718,296.37049,-14.80176,14.51,0.05,14.908,0.006,0.398,0.050358713
719,296.15119,-14.95476,14.47,0.08,15.175,0.007,0.705,0.080305666
720,296.41004,-14.77532,14.29,0.05,15.116,0.007,0.826,0.050487622
722,296.22674,-14.75058,13.67,0.04,16.969,0.024,3.299,0.046647615
723,296.18033,-14.80579,14.56,0.07,14.857,0.006,0.297,0.070256672
724,296.2146,-14.78556,13.84,0.02,16.522,0.017,2.682,0.026248809
726,296.27553,-14.8104,14.41,0.05,14.925,0.006,0.515,0.050358713
728,296.3714,-14.88787,14.31,0.06,15.101,0.007,0.791,0.060406953
729,296.1552,-14.93396,14.27,0.04,15.212,0.007,0.942,0.040607881
730,296.42022,-14.76075,14.55,0.09,14.956,0.006,0.406,0.090199778
731,296.20503,-14.87903,14.26,0.04,14.986,0.006,0.726,0.040447497
733,296.27338,-14.79197,13.97,0.05,17.184,0.028,3.214,0.057306195
734,296.23407,-14.68634,13.72,0.03,18.404,0.07,4.684,0.076157731
735,296.1084,-14.683,14.4,0.03,14.977,0.006,0.577,0.030594117
736,296.34727,-14.72574,14.43,0.04,15.427,0.008,0.997,0.040792156
737,296.38275,-14.7522,13.9,0.05,17.007,0.021,3.107,0.054230987
738,296.19485,-14.8781,14.32,0.12,14.998,0.007,0.678,0.120203993
740,296.36385,-14.75976,14.11,0.03,16.528,0.015,2.418,0.03354102
741,296.28494,-14.74635,14.46,0.06,14.973,0.006,0.513,0.060299254
742,296.05272,-14.80146,14.42,0.06,14.67,0.006,0.25,0.060299254
743,296.41854,-14.83398,14.29,0.04,15.533,0.008,1.243,0.040792156
744,296.24817,-14.87519,14.62,0.07,15.462,0.008,0.842,0.07045566
745,296.17158,-14.77128,14.68,0.07,14.96,0.006,0.28,0.070256672
746,296.09425,-14.84945,14.39,0.04,15.26,0.008,0.87,0.040792156
747,296.274,-14.93002,14.5,0.06,15.437,0.008,0.937,0.060530984
748,296.17725,-14.825,14.78,0.08,15.33,0.008,0.55,0.080399005
749,296.12003,-14.88914,14.6,0.05,14.886,0.006,0.286,0.050358713
750,296.38109,-14.66461,14.42,0.07,15.051,0.006,0.631,0.070256672
751,296.27219,-14.76137,13.95,0.04,18.044,0.054,4.094,0.06720119
752,296.13866,-14.68959,14.39,0.06,15.607,0.009,1.217,0.060671245
754,296.32645,-14.87752,14.64,0.05,14.917,0.006,0.277,0.050358713
755,296.12531,-14.87329,14.5,0.08,14.691,0.006,0.191,0.080224684
756,296.10849,-14.74299,14.76,0.05,15.259,0.008,0.499,0.050635956
757,296.24367,-14.77066,14.14,0.04,16.23,0.014,2.09,0.04237924
761,296.37708,-14.84219,13.87,0.03,14.291,0.004,0.421,0.030265492
762,296.32317,-14.71666,14.31,0.04,16.709,0.018,2.399,0.043863424
764,296.34137,-14.73651,14.76,0.08,15.036,0.006,0.276,0.080224684
765,296.32311,-14.75168,14.54,0.06,14.977,0.006,0.437,0.060299254
766,296.1374,-14.90901,14.53,0.06,14.883,0.006,0.353,0.060299254
767,296.13432,-14.90376,14.49,0.04,15.516,0.009,1.026,0.041
768,296.05467,-14.71462,14.5,0.06,15.358,0.008,0.858,0.060530984
769,296.31093,-14.72608,14.38,0.04,15.523,0.009,1.143,0.041
770,296.22034,-14.93566,14.63,0.08,14.947,0.006,0.317,0.080224684
771,296.24573,-14.79351,14.14,0.05,17.739,0.043,3.599,0.065946948
772,296.22057,-14.77282,14.52,0.04,14.94,0.006,0.42,0.040447497
773,296.35857,-14.62768,14.71,0.05,14.988,0.006,0.278,0.050358713
774,296.25886,-14.93749,14.48,0.08,15.424,0.008,0.944,0.080399005
776,296.05905,-14.90617,14.24,0.08,14.875,0.007,0.635,0.080305666
777,296.2408,-14.8036,14.07,0.05,16.778,0.02,2.708,0.053851648
778,296.42345,-14.85305,14.37,0.06,15.668,0.009,1.298,0.060671245
779,296.25834,-14.77407,14.76,0.09,15.136,0.007,0.376,0.090271812
780,296.24798,-14.78236,14.77,0.06,15.24,0.007,0.47,0.060406953
781,296.09938,-14.95011,14.69,0.07,15.136,0.007,0.446,0.070349129
783,296.20345,-14.78944,13.92,0.05,18.498,0.081,4.578,0.095189285
785,296.23201,-14.83793,13.72,0.05,16.734,0.02,3.014,0.053851648
786,296.20107,-14.78786,14.81,0.08,15.041,0.007,0.231,0.080305666
787,296.16398,-14.82744,14.07,0.06,17.105,0.026,3.035,0.065391131
788,296.26688,-14.91736,14.36,0.07,15.383,0.008,1.023,0.07045566
790,296.17313,-14.94297,14.38,0.07,14.893,0.006,0.513,0.070256672
791,296.29243,-14.81794,14.77,0.07,15.487,0.009,0.717,0.0705762
792,296.30628,-14.86306,14.06,0.05,17.451,0.033,3.391,0.059908263
793,296.39868,-14.87212,14.74,0.07,15.305,0.007,0.565,0.070349129
794,296.32658,-14.64138,13.92,0.07,16.649,0.017,2.729,0.072034714
795,296.08327,-14.8955,14.7,0.08,15.015,0.007,0.315,0.080305666
796,296.1795,-14.75292,14.16,0.14,16.663,0.019,2.503,0.141283403
797,296.2793,-14.84676,14.43,0.06,14.934,0.006,0.504,0.060299254
798,296.3416,-14.87014,14.69,0.05,15.929,0.01,1.239,0.050990195
800,296.21514,-14.80938,13.97,0.04,17.091,0.026,3.121,0.047707442
801,296.11577,-14.87599,14.39,0.05,15.266,0.008,0.876,0.050635956
802,296.20485,-14.81808,14.44,0.04,15.735,0.01,1.295,0.041231056
803,296.0431,-14.71211,14.24,0.08,14.914,0.006,0.674,0.080224684
804,296.26484,-14.83517,14.8,0.05,14.941,0.006,0.141,0.050358713
805,296.05203,-14.84234,14.45,0.03,15.039,0.007,0.589,0.030805844
806,296.24889,-14.76497,14.12,0.04,17.11,0.026,2.99,0.047707442
807,296.29292,-14.81192,14.43,0.07,15.488,0.009,1.058,0.0705762
808,296.26709,-14.91236,14.19,0.05,15.455,0.008,1.265,0.050635956
809,296.23,-14.82608,14.61,0.04,15.807,0.011,1.197,0.041484937
810,296.18557,-14.80811,14.68,0.06,15.044,0.007,0.364,0.060406953
811,296.11263,-14.91131,13.51,0.04,18.481,0.079,4.971,0.088549421
812,296.06145,-14.8147,13.91,0.06,18.406,0.084,4.496,0.103227903
813,296.17186,-14.88967,14.06,0.03,17.222,0.029,3.162,0.041725292
814,296.20605,-14.67281,14.4,0.07,14.913,0.006,0.513,0.070256672
816,296.28573,-14.83004,14.49,0.07,15.142,0.007,0.652,0.070349129
817,296.16651,-14.75257,14.78,0.04,15.741,0.01,0.961,0.041231056
818,296.21059,-14.80049,14.58,0.06,15.572,0.009,0.992,0.060671245
819,296.26359,-14.80887,14.3,0.06,17.291,0.03,2.991,0.067082039
820,296.34829,-14.68818,14.58,0.09,15.582,0.008,1.002,0.090354856
821,296.2819,-14.78802,14.01,0.04,17.08,0.025,3.07,0.047169906
822,296.1744,-14.81858,13.88,0.03,16.724,0.02,2.844,0.036055513
823,296.09739,-14.80517,14.69,0.05,15.068,0.007,0.378,0.050487622
824,296.12401,-14.87692,14.48,0.03,15.439,0.008,0.959,0.031048349
825,296.27913,-14.84212,14.47,0.07,15.589,0.009,1.119,0.0705762
828,296.23929,-14.75061,14.61,0.05,14.912,0.006,0.302,0.050358713
829,296.31645,-14.8561,14.42,0.06,15.257,0.007,0.837,0.060406953
830,296.10463,-14.95681,14.79,0.09,15.192,0.007,0.402,0.090271812
831,296.23635,-14.64571,14.65,0.04,15.631,0.009,0.981,0.041
832,296.27661,-14.82791,14.61,0.05,15.799,0.01,1.189,0.050990195
