ID,RA,Dec,k80mag,e80mag,Jmag,eJmag,jMINUSeightzero,ERRORjMINUSeightzero
5460,296.2102,-14.73333,15.27,0.07,19.137,0.137,3.867,0.153847327
5465,296.25648,-14.89322,16.18,0.08,17.397,0.032,1.217,0.086162637
5470,296.06715,-14.81068,15.88,0.12,17.302,0.034,1.422,0.124723695
5472,296.23819,-14.95123,15.57,0.2,17.014,0.024,1.444,0.201434853
5473,296.26542,-14.92487,15.68,0.18,17.427,0.033,1.747,0.183
5474,296.25222,-14.78154,15.92,0.09,17.673,0.04,1.753,0.098488578
5475,296.23538,-14.81188,15.92,0.15,17.442,0.034,1.522,0.153805071
5477,296.15639,-14.9031,16.2,0.24,17.264,0.029,1.064,0.241745734
5478,296.10601,-14.95566,15.31,0.14,17.328,0.031,2.018,0.143391074
5483,296.07596,-14.70764,15.8,0.1,17.22,0.029,1.42,0.104120123
5484,296.30999,-14.81261,15.71,0.08,18.009,0.053,2.299,0.095963535
5485,296.35538,-14.81831,15.92,0.09,17.734,0.035,1.814,0.09656604
5486,296.17123,-14.90536,15.6,0.15,17.518,0.036,1.918,0.154259522
5490,296.20901,-14.79801,15.59,0.11,17.474,0.035,1.884,0.115433964
5491,296.31137,-14.89106,16.14,0.18,18.094,0.056,1.954,0.188509947
5492,296.33541,-14.73838,15.74,0.1,17.434,0.028,1.694,0.10384604
5496,296.2237,-14.8403,14.9,0.15,17.71,0.042,2.81,0.15576906
5497,296.22445,-14.8955,15.6,0.1,17.716,0.042,2.116,0.108461975
5498,296.17314,-14.65468,16.15,0.23,17.024,0.023,0.874,0.231147139
5505,296.23119,-14.77843,16.64,0.18,17.865,0.048,1.225,0.186290096
5506,296.25889,-14.89543,15.88,0.12,17.274,0.029,1.394,0.123454445
5507,296.14023,-14.9577,15.59,0.11,17.075,0.025,1.485,0.112805142
5508,296.34279,-14.76019,16.75,0.22,17.819,0.038,1.069,0.223257699
5512,296.19314,-14.6912,15.61,0.09,17.137,0.025,1.527,0.093407708
5513,296.13816,-14.90675,15.67,0.11,17.677,0.041,2.007,0.117392504
5516,296.07847,-14.81645,16.31,0.14,17.172,0.031,0.862,0.143391074
5518,296.18459,-14.86006,16.53,0.21,17.482,0.035,0.952,0.212896689
5519,296.17583,-14.88799,15.68,0.08,17.651,0.04,1.971,0.089442719
5521,296.12685,-14.80561,16.43,0.12,17.78,0.044,1.35,0.127812362
5523,296.20058,-14.81046,15.97,0.16,17.865,0.048,1.895,0.167044904
5524,296.32596,-14.82033,16.3,0.13,17.655,0.033,1.355,0.134123078
5526,296.3599,-14.76458,16,0.16,18.24,0.052,2.24,0.168237927
5528,296.15743,-14.77027,16.24,0.21,17.698,0.041,1.458,0.21396495
5529,296.35183,-14.83,16.28,0.22,17.677,0.034,1.397,0.22261177
5530,296.25941,-14.72565,15.49,0.08,17.715,0.042,2.225,0.090354856
5532,296.28929,-14.89441,15.81,0.15,17.559,0.037,1.749,0.154495955
5534,296.31777,-14.8269,15.98,0.12,17.51,0.03,1.53,0.123693169
5536,296.33102,-14.73997,16.53,0.16,17.059,0.022,0.529,0.161505418
5537,296.11543,-14.94153,15.51,0.07,16.905,0.022,1.395,0.073375745
5538,296.16683,-14.80711,15.78,0.09,17.325,0.031,1.545,0.095189285
5540,296.33065,-14.72123,16.18,0.13,17.693,0.034,1.513,0.134372616
5541,296.31564,-14.93097,16.07,0.16,17.883,0.047,1.813,0.166760307
5545,296.24918,-14.81157,16.42,0.16,17.874,0.049,1.454,0.167334993
5548,296.37052,-14.84504,16.23,0.16,17.702,0.034,1.472,0.163572614
5550,296.19251,-14.90135,15.5,0.07,17.672,0.041,2.172,0.081123363
5551,296.41222,-14.76873,15.41,0.08,17.579,0.031,2.169,0.08579627
5554,296.27034,-14.78948,15.66,0.07,19.706,0.218,4.046,0.228962879
5558,296.14078,-14.84472,16.67,0.3,16.899,0.022,0.229,0.300805585
5559,296.28989,-14.90386,15.36,0.1,17.417,0.033,2.057,0.105304321
5561,296.24253,-14.80351,16.21,0.1,18.038,0.055,1.828,0.114127122
5564,296.20887,-14.74212,16.6,0.25,17.392,0.033,0.792,0.252168594
5566,296.24716,-14.69984,16.65,0.22,17.282,0.028,0.632,0.22177466
5567,296.20936,-14.80701,15.98,0.13,17.835,0.047,1.855,0.138235307
5569,296.3159,-14.72502,16.73,0.25,17.505,0.03,0.775,0.251793566
5572,296.22164,-14.68238,16.39,0.2,17.848,0.044,1.458,0.204782812
5573,296.29119,-14.87002,16.3,0.16,17.439,0.033,1.139,0.163367683
5577,296.23421,-14.7342,16.14,0.23,17.692,0.041,1.552,0.233625769
5579,296.2211,-14.77868,15.75,0.09,17.706,0.042,1.956,0.099317672
5581,296.20461,-14.74465,16.32,0.2,17.038,0.025,0.718,0.201556444
5582,296.0851,-14.76094,16.06,0.1,17.802,0.051,1.742,0.112254176
5584,296.38754,-14.83427,16.25,0.19,17.817,0.038,1.567,0.193762742
5587,296.19384,-14.73012,16,0.13,17.848,0.047,1.848,0.138235307
5589,296.27322,-14.76203,16,0.21,17.792,0.044,1.792,0.214560015
5590,296.21693,-14.8117,16.07,0.17,17.838,0.047,1.768,0.176377436
5591,296.30718,-14.77681,16.21,0.14,17.625,0.039,1.415,0.145330657
5592,296.2592,-14.74124,16.37,0.28,17.792,0.044,1.422,0.28343606
5593,296.30866,-14.77221,15.74,0.09,18.015,0.053,2.275,0.104446158
5595,296.16535,-14.81769,16.54,0.17,17.416,0.033,0.876,0.173173324
5597,296.14522,-14.76161,16.12,0.2,17.921,0.05,1.801,0.206155281
5598,296.18674,-14.80426,15.9,0.2,17.875,0.048,1.975,0.205679362
5601,296.11713,-14.82173,16.28,0.16,17.738,0.043,1.458,0.165677397
5602,296.30608,-14.7237,16.93,0.22,17.855,0.044,0.925,0.224356859
5604,296.32214,-14.74441,15.89,0.13,17.795,0.037,1.905,0.135162865
5606,296.22557,-14.70583,14.86,0.11,17.142,0.025,2.282,0.112805142
5608,296.2279,-14.77753,15.92,0.11,17.461,0.035,1.541,0.115433964
5609,296.16633,-14.79215,16.38,0.16,17.41,0.033,1.03,0.163367683
5610,296.21511,-14.82348,16.6,0.14,17.641,0.04,1.041,0.145602198
5611,296.21624,-14.83662,15.8,0.09,17.795,0.045,1.995,0.100623059
5612,296.36165,-14.666,15.68,0.11,17.331,0.03,1.651,0.114017543
5614,296.13635,-14.76683,16.13,0.2,16.481,0.016,0.351,0.200638979
5616,296.23387,-14.78914,16.44,0.28,17.75,0.044,1.31,0.28343606
5617,296.24652,-14.74062,16.54,0.16,17.872,0.047,1.332,0.166760307
5618,296.06674,-14.71995,15.59,0.18,17.512,0.037,1.922,0.183763435
5619,296.33478,-14.79205,16.36,0.2,17.176,0.023,0.816,0.201318156
5620,296.38319,-14.87887,16.8,0.29,17.711,0.035,0.911,0.292104433
5622,296.2983,-14.74128,16.04,0.17,17.836,0.046,1.796,0.1761136
5623,296.29152,-14.72947,16.28,0.14,18.07,0.055,1.79,0.15041609
5625,296.30197,-14.85017,15.68,0.12,18.292,0.066,2.612,0.136952547
5627,296.09663,-14.88143,16.36,0.12,17.981,0.052,1.621,0.130782262
5630,296.27915,-14.64844,16.65,0.23,17.68,0.038,1.03,0.233117996
5631,296.28557,-14.73458,16.29,0.14,17.582,0.037,1.292,0.144806768
5632,296.39512,-14.68389,15.81,0.17,17.737,0.041,1.927,0.174874241
5633,296.23312,-14.82377,16.48,0.24,17.494,0.035,1.014,0.242538657
5637,296.15212,-14.67439,16.46,0.21,17.858,0.044,1.398,0.214560015
5638,296.29603,-14.8618,16.07,0.17,17.968,0.051,1.898,0.177485211
5639,296.2232,-14.79649,15.57,0.14,18.151,0.061,2.581,0.152712148
5642,296.26745,-14.80683,15.91,0.1,17.859,0.047,1.949,0.110494344
5643,296.37554,-14.77766,15.73,0.11,17.76,0.036,2.03,0.11574109
5644,296.26014,-14.75346,15.57,0.09,17.952,0.051,2.382,0.103445638
5646,296.25948,-14.67847,16.7,0.29,17.054,0.023,0.354,0.290910639
5655,296.17132,-14.74525,16.36,0.18,18.02,0.054,1.66,0.187925517
5656,296.30736,-14.92881,15.56,0.12,17.659,0.04,2.099,0.126491106
5658,296.14694,-14.72237,16.15,0.18,17.905,0.046,1.755,0.185784822
5659,296.31727,-14.6503,16.61,0.29,17.816,0.043,1.206,0.293170599
5660,296.2149,-14.79393,15.99,0.13,17.744,0.044,1.754,0.137244308
5662,296.28434,-14.79519,15.64,0.08,17.721,0.042,2.081,0.090354856
5664,296.23134,-14.73183,16.3,0.18,17.499,0.035,1.199,0.183371208
5665,296.24883,-14.83193,16.15,0.16,17.597,0.038,1.447,0.1644506
5666,296.37345,-14.78251,15.76,0.1,17.832,0.038,2.072,0.106976633
5667,296.2471,-14.72296,15.83,0.11,18.125,0.056,2.295,0.123434193
5669,296.21792,-14.88746,16.41,0.26,17.642,0.04,1.232,0.263058929
5671,296.29803,-14.80864,16.68,0.27,17.853,0.047,1.173,0.274060212
5672,296.22597,-14.6993,15.98,0.13,18.866,0.103,2.886,0.165858373
5674,296.35297,-14.87489,16.21,0.22,17.068,0.022,0.858,0.221097264
5675,296.198,-14.84952,15.35,0.15,17.777,0.044,2.427,0.156320184
5677,296.38831,-14.90834,15.37,0.15,17.694,0.034,2.324,0.153805071
5678,296.40182,-14.63159,15.44,0.21,17.197,0.026,1.757,0.211603403
5679,296.37319,-14.69995,15.75,0.13,17.131,0.025,1.381,0.132382023
5682,296.25932,-14.88937,15.89,0.16,18.07,0.056,2.18,0.169516961
5684,296.26037,-14.84228,15.58,0.07,17.176,0.027,1.596,0.075026662
5688,296.16966,-14.77442,15.64,0.07,17.922,0.05,2.282,0.086023253
5690,296.26393,-14.82038,15.8,0.13,17.238,0.029,1.438,0.133195345
5694,296.17994,-14.81573,15.9,0.07,17.472,0.035,1.572,0.078262379
5697,296.18039,-14.93477,16.17,0.29,17.969,0.052,1.799,0.294625186
5698,296.16813,-14.94089,16.23,0.19,17.181,0.028,0.951,0.192052076
5701,296.31653,-14.84446,15.85,0.12,17.693,0.034,1.843,0.124723695
5704,296.25911,-14.7502,15.36,0.11,17.736,0.042,2.376,0.117745488
5705,296.14723,-14.78197,15.53,0.1,17.645,0.04,2.115,0.107703296
5707,296.40263,-14.80636,15.91,0.19,17.348,0.026,1.438,0.191770696
5708,296.17389,-14.85556,16.41,0.2,17.837,0.047,1.427,0.20544829
5710,296.26388,-14.72791,16.2,0.23,17.723,0.042,1.523,0.233803336
5712,296.23764,-14.81213,16.52,0.19,17.658,0.04,1.138,0.194164878
5714,296.34492,-14.6621,16.52,0.27,17.24,0.028,0.72,0.271447969
5715,296.23192,-14.82166,16.77,0.28,17.463,0.034,0.693,0.282056732
5716,296.35219,-14.72329,16.44,0.26,17.672,0.034,1.232,0.262213653
5717,296.30728,-14.81123,16.26,0.15,18.016,0.053,1.756,0.159088026
5718,296.34429,-14.7913,15.86,0.1,17.616,0.032,1.756,0.104995238
5721,296.32589,-14.80408,16.59,0.25,17.447,0.029,0.857,0.25167638
5728,296.0631,-14.67294,16.71,0.3,17.023,0.025,0.313,0.301039864
5729,296.30055,-14.65857,16.64,0.29,17.553,0.035,0.913,0.292104433
5730,296.16122,-14.707,15.77,0.12,17.576,0.035,1.806,0.125
5731,296.23604,-14.72589,16.57,0.24,17.162,0.027,0.592,0.241513975
5733,296.12778,-14.72983,16.32,0.18,17.725,0.042,1.405,0.184835062
5734,296.17146,-14.78284,15.97,0.13,17.741,0.043,1.771,0.136926988
5735,296.24037,-14.85754,15.51,0.09,18.14,0.059,2.63,0.107615055
5736,296.20595,-14.84101,16.76,0.21,17.638,0.04,0.878,0.213775583
5740,296.1823,-14.78831,15.9,0.13,17.802,0.045,1.902,0.137568165
5743,296.20016,-14.81259,15.99,0.16,17.91,0.05,1.92,0.167630546
5744,296.16823,-14.84602,15.78,0.14,17.785,0.045,2.005,0.147054412
5746,296.06439,-14.81039,16.16,0.22,17.869,0.054,1.709,0.226530351
5749,296.29974,-14.9372,15.81,0.12,17.435,0.033,1.625,0.124454811
5750,296.43485,-14.83605,15.83,0.27,17.903,0.04,2.073,0.272946881
5751,296.22528,-14.79764,15.45,0.1,18.134,0.06,2.684,0.116619038
5755,296.12522,-14.73996,16.06,0.17,18.024,0.054,1.964,0.178370401
5756,296.12546,-14.73353,16.2,0.2,17.547,0.037,1.347,0.203393707
5757,296.14243,-14.88117,15.96,0.14,17.1,0.026,1.14,0.14239382
5761,296.23915,-14.82675,16.46,0.2,18.133,0.059,1.673,0.208520982
5762,296.15582,-14.70294,16.14,0.17,17.811,0.043,1.671,0.175353928
5764,296.08833,-14.84541,16.48,0.23,17.869,0.054,1.389,0.2362541
5765,296.35326,-14.86627,15.98,0.11,17.002,0.021,1.022,0.111986606
5767,296.23115,-14.75143,16.01,0.12,17.492,0.035,1.482,0.125
5768,296.09261,-14.83363,16.89,0.2,17.622,0.039,0.732,0.203767024
5770,296.20185,-14.75221,15.89,0.12,18.067,0.056,2.177,0.132423563
5772,296.25817,-14.80767,15.42,0.1,18.305,0.068,2.885,0.120929732
5773,296.26432,-14.76118,15.76,0.13,17.665,0.04,1.905,0.136014705
5774,296.22437,-14.77488,15.7,0.16,17.765,0.044,2.065,0.165939748
5775,296.39267,-14.72573,15.88,0.23,17.112,0.022,1.232,0.231049778
5777,296.25749,-14.87785,15.83,0.13,17.947,0.05,2.117,0.139283883
5778,296.20497,-14.85349,15.06,0.07,18.774,0.101,3.714,0.122886126
5779,296.23149,-14.9223,16.04,0.14,18.052,0.055,2.012,0.15041609
5780,296.39093,-14.74783,16,0.2,17.828,0.038,1.828,0.203577995
5782,296.23069,-14.83333,15.89,0.1,17.825,0.046,1.935,0.110072703
5783,296.18854,-14.74608,15.87,0.1,17.779,0.044,1.909,0.109252002
5784,296.18217,-14.79971,15.84,0.19,17.866,0.048,2.026,0.195969385
5785,296.30397,-14.81481,16.87,0.28,17.866,0.047,0.996,0.283917241
5787,296.20055,-14.80013,16.28,0.15,17.786,0.045,1.506,0.156604598
5790,296.38282,-14.70994,17.13,0.26,17.795,0.043,0.665,0.263531782
5795,296.35889,-14.74131,15.7,0.1,17.409,0.028,1.709,0.10384604
5798,296.15344,-14.66375,15.99,0.11,17,0.022,1.01,0.112178429
5800,296.36793,-14.71295,16.58,0.25,17.585,0.036,1.005,0.252578701
5801,296.20589,-14.86607,16.5,0.24,18.091,0.057,1.591,0.246675901
5803,296.23929,-14.89543,15.66,0.08,17.837,0.046,2.177,0.092282176
5806,296.32667,-14.84293,16.16,0.11,17.632,0.033,1.472,0.114843372
5807,296.24224,-14.7617,15.94,0.1,17.677,0.041,1.737,0.108078675
5811,296.23449,-14.82938,16.56,0.24,17.976,0.052,1.416,0.245568728
5815,296.15819,-14.84963,16.14,0.16,17.427,0.034,1.287,0.163572614
5817,296.32554,-14.63332,15.8,0.12,18.063,0.052,2.263,0.130782262
5819,296.07772,-14.93846,15.8,0.09,18.85,0.103,3.05,0.136780847
5820,296.23801,-14.79889,12.84,0.17,17.814,0.045,4.974,0.175855054
5824,296.28919,-14.84376,15.93,0.13,17.171,0.027,1.241,0.132774244
5825,296.44861,-14.91152,15.59,0.27,18.3,0.055,2.71,0.275544915
5829,296.26392,-14.89198,16.36,0.22,17.389,0.032,1.029,0.222315092
5830,296.21218,-14.76604,16.39,0.2,17.72,0.042,1.33,0.204362423
5831,296.12215,-14.67899,16.56,0.24,17.195,0.026,0.635,0.241404225
5832,296.36178,-14.88427,15.81,0.13,17.645,0.033,1.835,0.134123078
5833,296.22968,-14.86339,16.55,0.2,17.187,0.028,0.637,0.201950489
5834,296.17872,-14.89569,15.89,0.28,18.085,0.057,2.195,0.285742891
5835,296.2932,-14.78982,16.58,0.24,17.794,0.045,1.214,0.244182309
5837,296.11703,-14.9025,16.34,0.3,16.97,0.024,0.63,0.300958469
5841,296.37277,-14.8285,15.44,0.09,17.215,0.024,1.775,0.093145048
5844,296.36762,-14.71954,16.25,0.19,17.119,0.022,0.869,0.191269443
5845,296.1197,-14.94555,16.3,0.17,17.716,0.042,1.416,0.175111393
5846,296.29669,-14.66481,16.02,0.11,17.606,0.036,1.586,0.11574109
5848,296.18503,-14.86578,14.18,0.04,17.587,0.038,3.407,0.055172457
5850,296.18674,-14.90815,15.55,0.1,17.764,0.044,2.214,0.109252002
5852,296.30692,-14.6392,16.58,0.25,17.953,0.048,1.373,0.254566298
5855,296.31336,-14.80698,15.96,0.16,17.161,0.027,1.201,0.162262134
5858,296.06243,-14.91064,15.91,0.14,17.293,0.034,1.383,0.144069428
5859,296.20181,-14.81716,15.63,0.14,17.987,0.053,2.357,0.149696359
5861,296.28436,-14.75967,15.6,0.12,17.737,0.042,2.137,0.127137721
5862,296.24685,-14.76938,16.54,0.22,17.49,0.035,0.95,0.222766694
5867,296.35447,-14.68034,15.78,0.09,17.628,0.038,1.848,0.097693398
5868,296.10636,-14.77353,15.86,0.16,17.578,0.038,1.718,0.1644506
5871,296.18847,-14.76566,16.3,0.17,19.01,0.123,2.71,0.209830884
5874,296.36747,-14.722,15.75,0.12,17.783,0.037,2.033,0.125574679
5879,296.22521,-14.84133,15.79,0.14,17.726,0.043,1.936,0.146454771
5881,296.13989,-14.72895,16.47,0.24,17.796,0.045,1.326,0.244182309
5885,296.23803,-14.77897,16.22,0.16,18.134,0.059,1.914,0.170531522
5886,296.17531,-14.72165,16.32,0.19,17.985,0.049,1.665,0.196216717
5888,296.3754,-14.73553,16.15,0.15,17.57,0.031,1.42,0.15316984
5891,296.23129,-14.88549,16.1,0.17,18.004,0.053,1.904,0.178070211
5895,296.30407,-14.79472,15.85,0.09,17.916,0.049,2.066,0.102474387
5897,296.29645,-14.91027,16.09,0.2,17.608,0.038,1.518,0.203577995
5898,296.21487,-14.76289,16.46,0.24,18.139,0.06,1.679,0.247386338
5900,296.13569,-14.70243,14.06,0.13,17.759,0.041,3.699,0.136312142
5901,296.27619,-14.76871,15.98,0.11,17.704,0.041,1.724,0.117392504
5905,296.16735,-14.787,16.3,0.25,17.811,0.046,1.511,0.254196774
5907,296.36348,-14.66995,16.4,0.17,17.767,0.042,1.367,0.175111393
5909,296.16231,-14.88454,16.56,0.27,17.28,0.03,0.72,0.271661554
5911,296.41533,-14.75744,15.88,0.13,17.906,0.04,2.026,0.136014705
5914,296.34036,-14.80442,15.59,0.08,17.831,0.038,2.241,0.088566359
5916,296.21375,-14.80985,16.03,0.14,17.93,0.051,1.9,0.149
5918,296.14546,-14.71597,15.99,0.14,18.114,0.055,2.124,0.15041609
5919,296.38456,-14.90756,16.14,0.26,17.336,0.026,1.196,0.261296766
5920,296.12071,-14.82519,16.21,0.11,17.665,0.041,1.455,0.117392504
5921,296.18755,-14.86339,15.71,0.08,18.029,0.054,2.319,0.096519428
5922,296.20427,-14.91661,15.5,0.07,17.608,0.039,2.108,0.080131143
5923,296.06881,-14.83033,15.87,0.19,17.331,0.035,1.461,0.193196791
5925,296.25033,-14.74839,15.93,0.1,18.02,0.053,2.09,0.113176853
5928,296.28115,-14.78789,16.15,0.14,17.607,0.038,1.457,0.145065502
5930,296.11674,-14.82346,15.43,0.1,17.624,0.039,2.194,0.107335921
5931,296.10877,-14.76067,15.81,0.08,17.823,0.046,2.013,0.092282176
5937,296.33543,-14.68113,15.93,0.11,18.391,0.072,2.461,0.131468627
5938,296.17395,-14.95626,16.31,0.27,18.183,0.061,1.873,0.276804986
5942,296.16778,-14.70344,15.85,0.12,17.317,0.029,1.467,0.123454445
5943,296.30426,-14.76003,16.11,0.19,18.197,0.062,2.087,0.199859951
5946,296.27755,-14.93558,15.85,0.13,17.31,0.03,1.46,0.133416641
5947,296.39089,-14.79633,16.07,0.17,17.892,0.04,1.822,0.174642492
5948,296.29098,-14.77072,16.57,0.23,17.984,0.052,1.414,0.235805004
5949,296.24968,-14.78571,14.47,0.08,17.879,0.048,3.409,0.09329523
5950,296.23588,-14.82066,16.2,0.22,17.687,0.041,1.487,0.223787846
5951,296.31122,-14.78816,15.98,0.18,17.833,0.046,1.853,0.185784822
5952,296.26221,-14.74027,16.24,0.15,17.928,0.05,1.688,0.158113883
5956,296.38879,-14.78084,15.82,0.12,17.819,0.038,1.999,0.125872952
5958,296.18545,-14.774,16.5,0.25,17.966,0.052,1.466,0.255350739
5960,296.18745,-14.82068,16.04,0.19,17.785,0.045,1.745,0.195256242
5961,296.28663,-14.87331,15.77,0.1,17.156,0.027,1.386,0.103580886
5962,296.21835,-14.75182,16.15,0.15,18.321,0.069,2.171,0.165109055
5965,296.12037,-14.85269,15.78,0.08,17.391,0.033,1.611,0.086539009
5968,296.06185,-14.82624,15.66,0.12,17.222,0.032,1.562,0.124193398
5969,296.33091,-14.771,16.45,0.19,17.029,0.021,0.579,0.191157004
5974,296.21794,-14.80178,15.18,0.1,17.738,0.044,2.558,0.109252002
5977,296.11956,-14.72923,16.71,0.26,17.501,0.035,0.791,0.262345192
5978,296.2639,-14.66034,15.8,0.22,17.718,0.04,1.918,0.223606798
5981,296.2089,-14.7503,16.1,0.2,17.413,0.033,1.313,0.202704218
5982,296.08627,-14.85097,15.68,0.12,17.852,0.053,2.172,0.131183078
5985,296.2955,-14.91192,15.84,0.14,17.442,0.033,1.602,0.143836713
5989,296.38956,-14.84959,16.5,0.17,17.805,0.037,1.305,0.173979884
5990,296.15817,-14.88727,15.91,0.12,18.238,0.065,2.328,0.136473441
5991,296.14491,-14.80748,16.51,0.19,17.172,0.028,0.662,0.192052076
5993,296.19481,-14.84592,13.99,0.07,19.734,0.225,5.744,0.235637433
5994,296.23358,-14.64606,16.85,0.28,17.741,0.04,0.891,0.282842712
5995,296.21176,-14.77458,16.18,0.15,17.031,0.025,0.851,0.152069063
5996,296.3942,-14.75494,15.61,0.16,17.392,0.027,1.782,0.162262134
5998,296.12046,-14.89601,16.06,0.13,17.759,0.044,1.699,0.137244308
6000,296.08402,-14.86516,15.84,0.1,17.95,0.058,2.11,0.115602768
6002,296.23229,-14.78661,16.44,0.2,18.079,0.057,1.639,0.207963939
6003,296.21346,-14.66759,16.66,0.19,17.391,0.03,0.731,0.192353841
6005,296.15748,-14.78389,16.2,0.09,17.132,0.027,0.932,0.093962759
6007,296.25077,-14.81964,15.82,0.09,17.701,0.042,1.881,0.099317672
6009,296.3389,-14.67186,16.44,0.23,17.156,0.026,0.716,0.2314649
6011,296.1304,-14.68258,16.37,0.13,17.627,0.037,1.257,0.135162865
6013,296.29201,-14.80538,15.71,0.07,17.975,0.051,2.265,0.086608314
6014,296.16183,-14.83846,16.33,0.09,17.038,0.025,0.708,0.093407708
6017,296.21577,-14.75577,15.76,0.1,17.829,0.046,2.069,0.110072703
6019,296.34274,-14.91248,16.16,0.23,17.159,0.023,0.999,0.231147139
6020,296.12968,-14.81091,16.27,0.14,17.995,0.053,1.725,0.149696359
6022,296.27279,-14.85225,16.3,0.25,18.044,0.054,1.744,0.255765518
6023,296.22076,-14.75581,15.75,0.1,17.957,0.052,2.207,0.112712022
6024,296.20425,-14.75761,15.85,0.1,17.052,0.025,1.202,0.103077641
6025,296.18859,-14.84441,15.72,0.06,17.278,0.03,1.558,0.067082039
6026,296.09582,-14.81834,15.67,0.11,17.735,0.043,2.065,0.118105885
6028,296.24988,-14.69408,16.13,0.09,17.844,0.044,1.714,0.100179838
6032,296.22051,-14.79894,16.38,0.24,17.968,0.052,1.588,0.245568728
6034,296.19196,-14.78309,16.23,0.18,17.334,0.031,1.104,0.182649938
6040,296.23604,-14.86984,15.98,0.15,17.553,0.037,1.573,0.154495955
6044,296.14626,-14.79188,16.13,0.12,17.747,0.043,1.617,0.127471565
6046,296.06834,-14.69841,15.75,0.14,17.336,0.032,1.586,0.143610585
6052,296.18305,-14.79689,16.91,0.18,17.833,0.046,0.923,0.185784822
6053,296.19995,-14.81823,16.28,0.19,17.506,0.036,1.226,0.193380454
6054,296.28029,-14.76016,15.7,0.13,17.69,0.041,1.99,0.136312142
6056,296.18371,-14.6671,16.13,0.12,17.94,0.047,1.81,0.128875909
6059,296.33586,-14.64207,15.84,0.18,17.094,0.025,1.254,0.181727818
6064,296.22577,-14.70739,14.37,0.09,17.982,0.049,3.612,0.102474387
6065,296.28915,-14.77916,16.47,0.22,18.139,0.059,1.669,0.227774011
6067,296.23503,-14.81637,15.59,0.11,17.453,0.034,1.863,0.115134704
6068,296.12621,-14.75981,16.71,0.26,17.875,0.048,1.165,0.264393646
6071,296.32968,-14.67155,16.14,0.16,17.46,0.033,1.32,0.163367683
6072,296.21912,-14.7359,16.54,0.19,17.361,0.032,0.821,0.192675894
6073,296.23893,-14.78341,15.87,0.18,18.34,0.07,2.47,0.193132079
6078,296.28322,-14.78509,16.21,0.16,18.166,0.06,1.956,0.170880075
6080,296.06929,-14.74356,15.82,0.12,17.922,0.056,2.102,0.132423563
6081,296.11001,-14.71828,16.62,0.24,17.497,0.033,0.877,0.242258127
6085,296.24822,-14.74383,15.86,0.18,17.66,0.04,1.8,0.184390889
6087,296.08962,-14.69533,15.68,0.08,17.267,0.03,1.587,0.085440037
6088,296.25129,-14.89158,16.09,0.24,17.156,0.027,1.066,0.241513975
6093,296.3347,-14.65604,16.22,0.25,17.954,0.05,1.734,0.254950976
6098,296.30547,-14.84012,15.86,0.12,18.19,0.061,2.33,0.134614264
6101,296.18251,-14.82978,15.84,0.2,17.808,0.046,1.968,0.205221831
6102,296.44172,-14.86747,14.56,0.09,17.619,0.032,3.059,0.095519631
6103,296.20792,-14.75498,16.04,0.17,17.838,0.046,1.798,0.1761136
6106,296.36564,-14.80521,16.31,0.16,17.246,0.025,0.936,0.161941347
6107,296.18033,-14.91942,15.93,0.16,17.45,0.034,1.52,0.163572614
6109,296.31625,-14.80984,16.19,0.15,17.995,0.052,1.805,0.158757677
6111,296.38393,-14.82595,15.99,0.13,18.037,0.045,2.047,0.137568165
6113,296.13988,-14.80554,16.08,0.19,17.346,0.031,1.266,0.192512337
6115,296.12393,-14.82582,15.64,0.09,17.249,0.029,1.609,0.094556861
6117,296.24088,-14.72012,16.08,0.11,17.897,0.046,1.817,0.119230868
6119,296.20464,-14.84614,16.06,0.09,17.77,0.044,1.71,0.100179838
6124,296.05053,-14.72965,16.18,0.21,17.302,0.034,1.122,0.212734576
6125,296.1021,-14.82631,16.01,0.1,17.334,0.031,1.324,0.104694795
6127,296.16749,-14.76777,16.12,0.12,17.923,0.05,1.803,0.13
6129,296.11396,-14.75174,16.19,0.17,17.042,0.025,0.852,0.171828403
6131,296.2554,-14.69839,15.53,0.08,17.95,0.048,2.42,0.09329523
6134,296.41645,-14.82818,15.67,0.18,17.041,0.021,1.371,0.18122086
6137,296.13262,-14.73375,16.39,0.22,17.487,0.035,1.097,0.222766694
6138,296.15506,-14.73541,16.32,0.23,17.636,0.039,1.316,0.23328309
6139,296.20357,-14.80467,15.73,0.14,18.291,0.068,2.561,0.155640612
6140,296.17065,-14.95222,15.91,0.28,16.952,0.023,1.042,0.280943055
6141,296.20474,-14.78719,16.09,0.08,17.948,0.051,1.858,0.0948736
6142,296.30853,-14.91375,16.23,0.29,17.344,0.031,1.114,0.29165219
6146,296.08113,-14.76519,16.37,0.18,17.88,0.054,1.51,0.187925517
6149,296.23463,-14.71466,15.65,0.12,17.87,0.045,2.22,0.128160056
6150,296.19877,-14.91334,16.19,0.15,17.985,0.052,1.795,0.158757677
6151,296.35044,-14.91228,16.16,0.21,17.695,0.034,1.535,0.212734576
6152,296.11003,-14.7968,17.16,0.26,17.458,0.034,0.298,0.262213653
6153,296.26674,-14.72663,15.02,0.07,17.959,0.051,2.939,0.086608314
6155,296.20104,-14.83326,16.42,0.2,17.791,0.045,1.371,0.205
6157,296.21215,-14.81139,15.84,0.13,18.003,0.054,2.163,0.140769315
