ID,RA,Dec,Jmag,eJmag,Kmag,eKmag,jMINUSk,ERRORjMINUSk,ID,CMD1region
14792,296.23297,-14.67088,18.962,0.112,18.131,0.096,0.831,0.147512711,,
14793,296.28282,-14.81788,19.088,0.131,18.637,0.169,0.451,0.213827033,,
14796,296.21737,-14.88362,18.708,0.095,17.951,0.094,0.757,0.133645052,,
14799,296.1929,-14.88748,18.833,0.106,17.942,0.093,0.891,0.141014184,,
14802,296.26658,-14.82327,18.954,0.117,18.169,0.113,0.785,0.162659153,,
14805,296.06261,-14.87976,18.615,0.1,18.316,0.122,0.299,0.157746632,,
14806,296.13327,-14.73594,18.755,0.099,18.17,0.113,0.585,0.150233152,,
14807,296.16186,-14.83184,18.984,0.121,18.098,0.107,0.886,0.161523992,,
14808,296.36472,-14.76555,18.619,0.071,17.93,0.087,0.689,0.112294256,,
14810,296.19718,-14.76027,18.546,0.084,17.676,0.074,0.87,0.111946416,,
14811,296.34763,-14.76492,18.78,0.081,18.258,0.115,0.522,0.140662717,,
14812,296.08914,-14.7818,18.763,0.113,18.101,0.122,0.662,0.166291912,,
14814,296.33995,-14.81707,18.963,0.095,18.132,0.103,0.831,0.140121376,,
14816,296.40773,-14.86372,18.851,0.086,18.057,0.097,0.794,0.1296341,,
14819,296.30451,-14.82533,18.54,0.082,18.054,0.105,0.486,0.133225373,,
14820,296.29548,-14.87345,18.877,0.108,17.492,0.063,1.385,0.125031996,,
14821,296.19597,-14.80843,18.894,0.112,17.898,0.09,0.996,0.1436802,,
14822,296.31885,-14.8895,18.444,0.062,18.046,0.096,0.398,0.114280357,,
14823,296.23645,-14.9252,18.849,0.107,18.075,0.104,0.774,0.149214611,,
14825,296.15562,-14.912,18.476,0.079,17.988,0.097,0.488,0.12509996,,
14827,296.29175,-14.70395,19.039,0.119,18.321,0.114,0.718,0.164793811,,
14828,296.22512,-14.71736,19.236,0.142,18.454,0.127,0.782,0.190507218,,
14829,296.1774,-14.91435,19.173,0.141,18.19,0.115,0.983,0.181950543,,
14830,296.15097,-14.946,18.299,0.067,17.585,0.075,0.714,0.100568385,,
14831,296.21029,-14.89212,19.232,0.148,17.912,0.092,1.32,0.174264167,,
14832,296.3767,-14.63083,19.258,0.149,18.472,0.126,0.786,0.195133288,,
14833,296.07283,-14.8125,18.904,0.128,18.014,0.107,0.89,0.166832251,,
14835,296.33955,-14.76723,18.702,0.076,17.879,0.083,0.823,0.112538882,,
14837,296.21564,-14.76723,18.866,0.11,17.872,0.088,0.994,0.140868733,,
14841,296.36854,-14.72972,18.89,0.089,18.137,0.104,0.753,0.136883162,,
14842,296.3507,-14.83975,19.486,0.146,18.368,0.126,1.118,0.192852275,,
14843,296.1925,-14.89771,19.127,0.136,18.789,0.19,0.338,0.23365787,,
14844,296.42034,-14.82189,18.843,0.085,18.132,0.103,0.711,0.133544,,
14845,296.07873,-14.82866,19.024,0.141,18.358,0.134,0.666,0.194517351,,
14846,296.14985,-14.72697,19.051,0.126,17.933,0.093,1.118,0.156604598,,
14847,296.16602,-14.82102,19.049,0.127,17.339,0.056,1.71,0.138798415,,
14848,296.19785,-14.9047,18.871,0.109,17.905,0.09,0.966,0.141354165,,
14850,296.3924,-14.78161,18.969,0.095,18.188,0.108,0.781,0.143836713,,
14852,296.17254,-14.82792,18.833,0.107,18.322,0.129,0.511,0.167600716,,
14859,296.19017,-14.71802,19.513,0.186,18.309,0.129,1.204,0.226355914,,
14862,296.22965,-14.84722,18.7,0.096,17.889,0.089,0.811,0.130908365,,
14863,296.19606,-14.81042,18.811,0.105,17.722,0.078,1.089,0.130801376,,
14865,296.41379,-14.85032,18.367,0.058,18.002,0.092,0.365,0.108756609,,
14866,296.08659,-14.94067,17.95,0.057,17.472,0.059,0.478,0.082036577,,
14867,296.07357,-14.75657,18.642,0.102,18.449,0.174,0.193,0.201692836,,
14870,296.05915,-14.80937,18.577,0.097,17.787,0.083,0.79,0.127663621,,
14871,296.16442,-14.80963,18.412,0.075,17.902,0.091,0.51,0.117923704,,
14872,296.19023,-14.75885,18.94,0.116,18.363,0.134,0.577,0.177234308,,
14875,296.23788,-14.78459,18.921,0.114,18.666,0.173,0.255,0.207183494,,
14878,296.10369,-14.78132,18.973,0.119,18.479,0.147,0.494,0.189129585,,
14881,296.20249,-14.87094,18.853,0.108,18.069,0.104,0.784,0.149933319,,
14883,296.25872,-14.79544,18.902,0.113,18.125,0.109,0.777,0.157003185,,
14884,296.27425,-14.86841,18.979,0.118,17.781,0.081,1.198,0.143125819,,
14886,296.33269,-14.84293,18.856,0.087,18.157,0.105,0.699,0.136359818,,
14887,296.19408,-14.87647,18.828,0.106,18.103,0.108,0.725,0.15132746,,
14888,296.40541,-14.6711,18.681,0.091,18.315,0.11,0.366,0.14276204,,
14889,296.15197,-14.84013,19.154,0.139,18.653,0.17,0.501,0.219592805,,
14890,296.24125,-14.69779,18.957,0.111,18.025,0.088,0.932,0.14165098,,
14891,296.34897,-14.73716,18.767,0.081,17.688,0.071,1.079,0.107712581,,
14893,296.20154,-14.78214,18.889,0.112,17.874,0.088,1.015,0.142435951,,
14894,296.38772,-14.63492,19.104,0.131,17.806,0.071,1.298,0.149003356,,
14895,296.29867,-14.7652,18.736,0.096,17.592,0.076,1.144,0.122441823,,
14900,296.28167,-14.78068,19.297,0.156,18.248,0.124,1.049,0.199278699,,
14901,296.14185,-14.90531,18.785,0.102,17.899,0.09,0.886,0.136029409,,
14902,296.14837,-14.88262,18.977,0.12,18.136,0.11,0.841,0.162788206,,
14905,296.12665,-14.76225,19.016,0.123,17.784,0.082,1.232,0.147827602,,
14907,296.26274,-14.81351,18.579,0.086,18.221,0.117,0.358,0.145206749,,
14910,296.30256,-14.73734,19.42,0.171,18.037,0.133,1.383,0.216633331,,
14911,296.28569,-14.7575,18.863,0.107,18.142,0.116,0.721,0.157813181,,
14912,296.2035,-14.79115,18.464,0.078,18.081,0.105,0.383,0.130801376,,
14914,296.23603,-14.66512,18.826,0.099,18.012,0.087,0.814,0.131795296,,
14916,296.32506,-14.8978,18.679,0.075,17.71,0.072,0.969,0.103966341,,
14917,296.3119,-14.71125,19.028,0.118,18.124,0.096,0.904,0.152118375,,
14918,296.24393,-14.79988,18.718,0.096,18.227,0.119,0.491,0.152895389,,
14919,296.226,-14.79249,18.508,0.082,17.154,0.048,1.354,0.095015788,,
14920,296.24706,-14.82532,19.497,0.184,18.663,0.171,0.834,0.251191162,,
14922,296.37234,-14.64819,18.903,0.11,17.98,0.083,0.923,0.137800581,,
14923,296.13647,-14.73867,18.351,0.07,17.791,0.082,0.56,0.107814656,,
14930,296.32818,-14.90318,18.837,0.086,17.848,0.081,0.989,0.118139748,,
14931,296.23348,-14.79374,18.887,0.112,18.236,0.121,0.651,0.164878743,,
14932,296.28963,-14.82868,18.968,0.118,18.045,0.102,0.923,0.155974357,,
14933,296.14973,-14.7533,18.62,0.088,17.691,0.075,0.929,0.115624392,,
14934,296.30188,-14.84428,18.952,0.115,18.403,0.139,0.549,0.1804051,,
14935,296.35173,-14.70773,18.971,0.118,17.924,0.079,1.047,0.142003521,,
14938,296.1925,-14.87814,19.081,0.131,18.118,0.109,0.963,0.170417135,,
14939,296.19538,-14.74437,19.092,0.131,18.249,0.122,0.843,0.179011173,,
14942,296.2874,-14.64873,18.936,0.109,18.085,0.093,0.851,0.143282937,,
14944,296.22742,-14.68792,18.885,0.105,17.953,0.083,0.932,0.133843192,,
14945,296.2051,-14.83901,18.894,0.112,17.676,0.075,1.218,0.134792433,,
14946,296.16364,-14.92286,18.908,0.113,18.071,0.104,0.837,0.153574086,,
14947,296.06406,-14.90559,18.758,0.112,17.957,0.09,0.801,0.1436802,,
14948,296.15648,-14.80248,18.586,0.087,17.536,0.066,1.05,0.109201648,,
14953,296.23724,-14.86393,18.914,0.113,18.059,0.103,0.855,0.152898659,,
14955,296.25769,-14.73343,18.85,0.107,17.917,0.095,0.933,0.143087386,,
14957,296.30678,-14.82519,19.029,0.123,18.014,0.104,1.015,0.161074517,,
14959,296.18707,-14.77754,19.109,0.134,18.681,0.174,0.428,0.21961785,,
14962,296.39461,-14.80961,18.649,0.073,18.173,0.107,0.476,0.129529919,,
14963,296.22319,-14.83581,18.758,0.101,18.082,0.106,0.676,0.146413797,,
14965,296.34547,-14.92048,19.438,0.141,18.324,0.122,1.114,0.186453748,,
14967,296.31974,-14.84412,18.926,0.092,18.147,0.105,0.779,0.139603009,,
14968,296.22368,-14.85133,18.827,0.106,17.922,0.092,0.905,0.140356688,,
14970,296.20914,-14.83658,19.101,0.134,17.976,0.097,1.125,0.165423698,,
14971,296.23759,-14.85321,19.093,0.132,18.017,0.099,1.076,0.165,,
14972,296.09661,-14.91517,17.802,0.046,17.448,0.062,0.354,0.077201036,,
14974,296.13755,-14.79431,18.831,0.106,17.956,0.094,0.875,0.141675686,,
14981,296.18835,-14.87623,19.009,0.123,18.241,0.121,0.768,0.17253985,,
14983,296.35354,-14.83505,19.001,0.098,18.066,0.097,0.935,0.137887635,,
14985,296.20953,-14.78682,19.359,0.166,18.386,0.137,0.973,0.215232433,,
14986,296.29883,-14.75887,18.816,0.103,18.174,0.126,0.642,0.162742127,,
14987,296.29026,-14.82682,18.972,0.118,18.042,0.102,0.93,0.155974357,,
14988,296.24928,-14.74459,19.146,0.137,18.739,0.188,0.407,0.232622011,,
14994,296.18554,-14.81113,19.023,0.125,18.095,0.106,0.928,0.163893258,,
14996,296.08675,-14.93207,18.531,0.093,17.614,0.068,0.917,0.115208507,,
14999,296.34903,-14.7808,18.892,0.089,17.808,0.078,1.084,0.118342723,,
15000,296.12674,-14.70961,18.946,0.11,18.054,0.09,0.892,0.142126704,,
15002,296.25068,-14.72096,18.571,0.081,17.803,0.073,0.768,0.109041277,,
15006,296.13999,-14.77278,18.672,0.093,17.704,0.076,0.968,0.120104121,,
15008,296.17907,-14.84609,18.892,0.112,17.683,0.075,1.209,0.134792433,,
15012,296.08027,-14.72913,18.942,0.131,18.425,0.259,0.517,0.290244724,,
15016,296.14852,-14.73888,18.749,0.098,18.307,0.127,0.442,0.160415087,,
15017,296.25819,-14.81722,19.208,0.145,18.3,0.126,0.908,0.19209633,,
15022,296.13271,-14.74158,18.854,0.107,18.435,0.142,0.419,0.17780045,,
15023,296.24515,-14.76478,18.63,0.089,17.623,0.072,1.007,0.114477072,,
15024,296.19627,-14.77871,18.839,0.107,17.748,0.079,1.091,0.133003759,,
15025,296.07423,-14.82489,19.223,0.167,18.093,0.106,1.13,0.197800404,,
15028,296.40845,-14.90383,18.963,0.095,18.093,0.1,0.87,0.137931142,,
15030,296.20944,-14.67628,18.715,0.091,17.788,0.072,0.927,0.116038787,,
15032,296.35327,-14.85569,18.594,0.07,17.828,0.08,0.766,0.106301458,,
15036,296.34454,-14.86207,18.771,0.081,18.018,0.094,0.753,0.124084649,,
15038,296.20812,-14.80841,19.291,0.158,18.694,0.177,0.597,0.237261459,,
15044,296.20153,-14.84105,19.279,0.155,18.253,0.123,1.026,0.197873697,,
15045,296.17976,-14.94916,18.895,0.11,18.345,0.142,0.55,0.179621825,,
15048,296.41814,-14.87668,18.305,0.055,17.687,0.07,0.618,0.089022469,,
15049,296.30068,-14.85747,18.976,0.117,18.518,0.15,0.458,0.190234066,,
15050,296.11261,-14.92049,18.679,0.093,17.829,0.085,0.85,0.125992063,,
15051,296.104,-14.87497,18.516,0.082,17.884,0.089,0.632,0.121016528,,
15052,296.16844,-14.75971,18.763,0.1,17.712,0.077,1.051,0.126210142,,
15056,296.28844,-14.74917,18.933,0.114,18.619,0.181,0.314,0.213908859,,
15057,296.10481,-14.82999,18.671,0.093,17.81,0.085,0.861,0.125992063,,
15058,296.15012,-14.73256,19.092,0.131,17.965,0.095,1.127,0.161820889,,
15060,296.2197,-14.83813,19.017,0.128,18.158,0.113,0.859,0.170742496,,
15061,296.18854,-14.73487,19.859,0.247,18.699,0.177,1.16,0.303871683,,
15063,296.30799,-14.69164,18.927,0.108,17.88,0.078,1.047,0.13322162,,
15064,296.24548,-14.82495,19,0.122,17.833,0.084,1.167,0.148121572,,
15067,296.2077,-14.85943,18.154,0.06,17.678,0.074,0.476,0.095268043,,
15068,296.28194,-14.82718,18.711,0.095,17.986,0.098,0.725,0.136488095,,
15070,296.08674,-14.88969,18.889,0.126,18.214,0.114,0.675,0.169917627,,
15071,296.32674,-14.92871,19.111,0.108,18.367,0.126,0.744,0.1659518,,
15074,296.20916,-14.78996,19.154,0.141,18.203,0.117,0.951,0.183221178,,
15075,296.2593,-14.80801,19.048,0.127,17.825,0.084,1.223,0.152266214,,
15077,296.30625,-14.85931,19.241,0.146,18.393,0.136,0.848,0.199529446,,
15078,296.36575,-14.67809,18.704,0.093,17.827,0.073,0.877,0.118228592,,
15079,296.21461,-14.93677,18.856,0.107,17.899,0.091,0.957,0.140463518,,
15084,296.2064,-14.9289,18.929,0.114,18.757,0.191,0.172,0.22243426,,
15085,296.26607,-14.89158,18.736,0.097,17.978,0.095,0.758,0.135771867,,
15087,296.15804,-14.80159,18.406,0.074,18.11,0.108,0.296,0.130919823,,
15088,296.05393,-14.75815,18.973,0.135,17.991,0.101,0.982,0.168600119,,
15089,296.28351,-14.82323,19.026,0.124,17.749,0.08,1.277,0.147566934,,
15090,296.27419,-14.80916,19.19,0.142,18.229,0.12,0.961,0.185913959,,
15091,296.30283,-14.85955,18.069,0.055,18.098,0.106,-0.029,0.119419429,,
15092,296.07472,-14.73981,18.736,0.11,17.863,0.121,0.873,0.163526756,,
15093,296.18738,-14.91093,18.891,0.111,18.192,0.115,0.699,0.159831161,,
15095,296.20086,-14.94883,18.922,0.112,17.745,0.085,1.177,0.140602276,,
15097,296.15096,-14.71491,18.907,0.107,17.772,0.071,1.135,0.128413395,,
15099,296.27794,-14.74843,19.101,0.131,18.368,0.144,0.733,0.194671518,,
15101,296.10202,-14.68385,19.067,0.122,17.869,0.077,1.198,0.144267113,,
15102,296.20854,-14.76847,18.739,0.099,18.098,0.107,0.641,0.145773797,,
15105,296.30642,-14.78001,18.753,0.098,17.95,0.104,0.803,0.142898565,,
15109,296.1981,-14.91922,18.81,0.104,18.722,0.18,0.088,0.207884583,,
15110,296.30676,-14.88574,18.875,0.108,17.932,0.091,0.943,0.141226768,,
15111,296.08773,-14.78442,19.224,0.166,18.138,0.133,1.086,0.212708721,,
15113,296.32208,-14.7464,18.726,0.078,17.93,0.087,0.796,0.116846053,,
15114,296.33644,-14.73202,18.883,0.089,17.939,0.088,0.944,0.125159898,,
15117,296.21563,-14.90038,18.99,0.121,18.03,0.101,0.96,0.157613451,,
15119,296.13598,-14.66258,18.815,0.098,17.935,0.081,0.88,0.127141653,,
15120,296.34872,-14.88142,18.679,0.075,17.788,0.077,0.891,0.107489534,,
15124,296.31329,-14.92871,18.938,0.114,18.311,0.128,0.627,0.171405951,,
15127,296.33529,-14.85926,18.748,0.079,17.9,0.085,0.848,0.116043095,,
15128,296.20531,-14.84423,19.324,0.162,18.23,0.12,1.094,0.201603571,,
15130,296.34064,-14.79951,18.564,0.068,18.03,0.095,0.534,0.116828935,,
15132,296.08586,-14.95328,19.046,0.121,18.109,0.17,0.937,0.208664803,,
15137,296.20138,-14.78948,18.857,0.109,18.142,0.111,0.715,0.15556992,,
15141,296.23194,-14.95089,18.86,0.107,18.36,0.147,0.5,0.181818591,,
15142,296.11855,-14.85689,18.918,0.115,18.13,0.109,0.788,0.15844873,,
15144,296.15865,-14.87931,19.052,0.128,18.024,0.1,1.028,0.162431524,,
15145,296.29101,-14.72873,19.097,0.131,18.436,0.164,0.661,0.209897594,,
15148,296.23095,-14.88761,18.916,0.113,18.312,0.127,0.604,0.169994118,,
15150,296.35076,-14.83132,18.808,0.083,17.946,0.088,0.862,0.120966938,,
15151,296.23831,-14.84484,18.959,0.119,18.275,0.124,0.684,0.171863318,,
15152,296.1358,-14.78852,19.052,0.128,18.004,0.098,1.048,0.16120794,,
15154,296.26535,-14.77405,18.734,0.097,18.32,0.129,0.414,0.161400124,,
15155,296.14686,-14.88143,18.973,0.12,17.802,0.083,1.171,0.145907505,,
15158,296.40398,-14.65312,19.075,0.127,18.451,0.123,0.624,0.176799321,,
15159,296.32856,-14.71349,18.873,0.109,18.099,0.092,0.774,0.1426359,,
15161,296.1904,-14.86918,19.128,0.136,18.054,0.103,1.074,0.170601876,,
15164,296.1985,-14.81381,18.529,0.083,17.506,0.065,1.023,0.105422958,,
15165,296.15721,-14.77985,18.601,0.087,17.134,0.047,1.467,0.09888377,,
15166,296.06484,-14.89258,18.17,0.069,17.922,0.087,0.248,0.111040533,,
15167,296.18919,-14.91804,19.033,0.125,18.081,0.105,0.952,0.163248277,,
15168,296.10852,-14.92279,18.706,0.096,17.97,0.096,0.736,0.135764502,,
15169,296.1833,-14.71503,18.397,0.07,17.886,0.078,0.511,0.10480458,,
15170,296.19812,-14.85695,18.829,0.106,18.143,0.111,0.686,0.153482898,,
15171,296.06723,-14.94311,19.03,0.12,18.271,0.198,0.759,0.231525377,,
15172,296.12446,-14.71385,18.826,0.1,17.929,0.081,0.897,0.128689549,,
15174,296.21943,-14.89519,18.756,0.099,17.854,0.087,0.902,0.131795296,,
15178,296.27469,-14.94052,19.336,0.157,17.451,0.081,1.885,0.176663522,,
15180,296.32528,-14.75521,18.729,0.079,17.95,0.089,0.779,0.119004202,,
15184,296.08865,-14.93487,18.065,0.063,17.726,0.074,0.339,0.09718539,,
15186,296.2321,-14.74658,18.886,0.112,17.981,0.098,0.905,0.148822041,,
15187,296.14243,-14.86174,18.642,0.091,17.74,0.078,0.902,0.119854078,,
15188,296.24791,-14.64746,18.988,0.114,18.108,0.094,0.88,0.147756557,,
15191,296.09921,-14.69256,18.825,0.1,18.057,0.09,0.768,0.13453624,,
15193,296.38597,-14.92124,18.798,0.083,17.964,0.089,0.834,0.121696343,,
15197,296.13748,-14.75797,18.915,0.113,18.122,0.108,0.793,0.156310588,,
15199,296.11707,-14.66616,18.701,0.089,17.964,0.083,0.737,0.121696343,,
15202,296.37003,-14.73232,19.007,0.098,18.546,0.148,0.461,0.17750493,,
15205,296.17713,-14.67356,19.136,0.129,18.098,0.094,1.038,0.159615162,,
15206,296.29786,-14.79715,18.976,0.119,18.415,0.142,0.561,0.185270073,,
15207,296.19404,-14.77241,18.926,0.115,18.211,0.117,0.715,0.164054869,,
15210,296.30572,-14.80057,19.131,0.135,18.214,0.126,0.917,0.184664561,,
15214,296.30525,-14.78129,18.866,0.108,18.079,0.114,0.787,0.157035028,,
15215,296.39616,-14.71902,19.064,0.102,18.458,0.136,0.606,0.17,,
15216,296.34024,-14.82317,18.688,0.075,17.881,0.083,0.807,0.111865991,,
15219,296.29629,-14.68709,18.82,0.099,18.066,0.091,0.754,0.134469327,,
15220,296.25973,-14.93082,19.166,0.139,18.373,0.134,0.793,0.193072525,,
15222,296.11618,-14.86737,18.906,0.114,18.001,0.098,0.905,0.150332964,,
15223,296.25241,-14.75873,19.496,0.183,18.062,0.105,1.434,0.210983412,,
15228,296.38487,-14.91695,18.428,0.061,17.921,0.086,0.507,0.105437185,,
15229,296.25598,-14.77797,19.083,0.13,17.77,0.081,1.313,0.15316984,,
15230,296.37058,-14.69392,18.375,0.071,17.873,0.076,0.502,0.104004808,,
15232,296.3442,-14.6802,18.818,0.103,17.816,0.072,1.002,0.125670203,,
15236,296.20459,-14.7363,18.774,0.101,17.73,0.078,1.044,0.127612695,,
15237,296.04058,-14.79352,18.393,0.083,17.884,0.088,0.509,0.120966938,,
15239,296.24468,-14.75852,19.426,0.173,18.122,0.11,1.304,0.205009756,,
15242,296.03645,-14.67923,19.212,0.151,18.595,0.143,0.617,0.207966343,,
15244,296.28999,-14.86945,18.8,0.101,18.055,0.102,0.745,0.143544418,,
15248,296.19255,-14.84822,18.889,0.112,17.87,0.088,1.019,0.142435951,,
15249,296.17163,-14.90727,18.78,0.102,17.908,0.09,0.872,0.136029409,,
15250,296.41674,-14.84499,18.449,0.062,17.633,0.067,0.816,0.091285267,,
15252,296.33675,-14.88723,18.725,0.078,17.727,0.073,0.998,0.106831643,,
15253,296.28688,-14.68344,18.972,0.112,18.525,0.135,0.447,0.175410946,,
15254,296.37573,-14.80843,19.331,0.128,18.638,0.158,0.693,0.203342076,,
15255,296.35584,-14.73552,18.611,0.071,17.752,0.075,0.859,0.103276328,,
15258,296.33269,-14.82643,18.77,0.081,17.757,0.075,1.013,0.110390217,,
15259,296.18361,-14.88133,18.536,0.083,17.857,0.088,0.679,0.120966938,,
15261,296.26968,-14.75057,18.921,0.113,17.943,0.097,0.978,0.148922799,,
15263,296.26719,-14.93648,19.064,0.127,18.046,0.101,1.018,0.162265215,,
15264,296.27997,-14.89217,18.002,0.052,17.998,0.097,0.004,0.110059075,,
15270,296.18295,-14.74043,18.769,0.1,18.106,0.107,0.663,0.146454771,,
15273,296.27679,-14.6753,18.955,0.111,18.086,0.093,0.869,0.144810221,,
15277,296.18622,-14.9166,18.866,0.109,17.99,0.097,0.876,0.145910932,,
15278,296.3808,-14.67494,18.312,0.067,17.88,0.076,0.432,0.101316336,,
15281,296.3913,-14.72764,18.955,0.094,18.054,0.097,0.901,0.135074054,,
15282,296.28878,-14.81495,18.825,0.104,17.613,0.071,1.212,0.125924581,,
15284,296.24427,-14.944,18.974,0.117,17.977,0.105,0.997,0.15720687,,
15287,296.07935,-14.86957,18.935,0.131,18.28,0.119,0.655,0.176980225,,
15289,296.33641,-14.69102,19.148,0.137,17.978,0.083,1.17,0.160181147,,
15290,296.19554,-14.82979,19.025,0.126,17.982,0.097,1.043,0.159012578,,
15291,296.25392,-14.84256,19.027,0.125,17.94,0.093,1.087,0.155801155,,
15293,296.20507,-14.81528,19.448,0.18,17.979,0.097,1.469,0.204472492,,
15297,296.28425,-14.84363,18.851,0.106,18.239,0.12,0.612,0.16011246,,
15298,296.25209,-14.83866,18.749,0.099,17.905,0.09,0.844,0.133794619,,
15299,296.21316,-14.80305,18.812,0.106,17.971,0.096,0.841,0.143010489,,
15302,296.24031,-14.74837,18.91,0.113,18.727,0.184,0.183,0.215928229,,
15304,296.3742,-14.7571,18.87,0.087,17.978,0.09,0.892,0.125175876,,
15307,296.21603,-14.76572,18.665,0.093,17.957,0.095,0.708,0.132943597,,
15308,296.40219,-14.86596,18.284,0.054,17.629,0.067,0.655,0.08605231,,
15310,296.14822,-14.86106,18.758,0.1,17.962,0.095,0.796,0.137931142,,
15311,296.11818,-14.92018,18.819,0.105,17.995,0.097,0.824,0.142947543,,
15313,296.34118,-14.72927,18.971,0.096,17.909,0.086,1.062,0.128887548,,
15316,296.36678,-14.88931,18.857,0.087,18.066,0.097,0.791,0.130299655,,
15322,296.19723,-14.81859,18.887,0.112,17.807,0.083,1.08,0.139402296,,
15325,296.10826,-14.7762,19.021,0.124,18.062,0.103,0.959,0.161198635,,
15326,296.25154,-14.7668,18.946,0.116,18.238,0.121,0.708,0.167621598,,
15327,296.29496,-14.65227,19.214,0.137,18.311,0.112,0.903,0.176954796,,
15329,296.13557,-14.93395,19.616,0.203,19.13,0.251,0.486,0.322815737,,
15330,296.42158,-14.82793,18.757,0.08,18.551,0.147,0.206,0.167358896,,
15331,296.19668,-14.76589,19.026,0.125,18.353,0.133,0.673,0.182521232,,
15332,296.16238,-14.90611,19.072,0.13,18.092,0.106,0.98,0.167737891,,
15334,296.23492,-14.80528,19.508,0.186,18.227,0.119,1.281,0.220809873,,
15336,296.40467,-14.72958,18.93,0.092,18.126,0.103,0.804,0.138105032,,
15340,296.3303,-14.77584,18.751,0.08,17.933,0.087,0.818,0.118190524,,
15342,296.29117,-14.83459,18.919,0.113,18.337,0.13,0.582,0.172246916,,
15343,296.38875,-14.91123,19.083,0.105,18.068,0.098,1.015,0.143627992,,
15344,296.27527,-14.89125,18.656,0.09,18.003,0.097,0.653,0.132321578,,
15345,296.24015,-14.75854,18.676,0.093,16.828,0.037,1.848,0.10008996,,
15346,296.32155,-14.64188,18.861,0.101,17.936,0.081,0.925,0.129468143,,
15348,296.21906,-14.91503,19.134,0.136,18.105,0.108,1.029,0.173666347,,
15349,296.26761,-14.84619,19.188,0.141,18.714,0.178,0.474,0.227079281,,
15352,296.21624,-14.75774,18.772,0.101,18.29,0.125,0.482,0.160704698,,
15354,296.22613,-14.87856,19.079,0.13,18.072,0.104,1.007,0.16648123,,
15358,296.17628,-14.75235,18.92,0.114,17.989,0.097,0.931,0.149682998,,
15359,296.18039,-14.73369,18.939,0.116,18.4,0.137,0.539,0.179513231,,
15361,296.13673,-14.77385,19.296,0.156,18.029,0.1,1.267,0.185299757,,
15363,296.32368,-14.81461,19.01,0.099,18.195,0.109,0.815,0.14724809,,
15364,296.13278,-14.77816,18.84,0.107,17.804,0.083,1.036,0.135417872,,
15365,296.20882,-14.78925,19.093,0.134,18.468,0.146,0.625,0.198171643,,
15366,296.29326,-14.77694,18.959,0.116,18.004,0.103,0.955,0.155128979,,
15367,296.34141,-14.88043,18.98,0.096,17.808,0.078,1.172,0.123693169,,
15370,296.30063,-14.86601,18.473,0.077,17.398,0.058,1.075,0.096400207,,
15372,296.33711,-14.8794,19.239,0.119,18.395,0.129,0.844,0.175504986,,
15374,296.20223,-14.6709,19.05,0.12,18.193,0.102,0.857,0.157492857,,
15379,296.27316,-14.86562,19.062,0.127,17.955,0.094,1.107,0.158003165,,
15386,296.07622,-14.74585,18.946,0.132,18.462,0.191,0.484,0.232174503,,
15387,296.15885,-14.72351,18.762,0.099,17.907,0.091,0.855,0.134469327,,
15390,296.2344,-14.94875,19.207,0.142,18.093,0.117,1.114,0.183991848,,
15391,296.20916,-14.69455,18.896,0.106,18.074,0.092,0.822,0.140356688,,
15392,296.20207,-14.78148,19.011,0.124,17.986,0.097,1.025,0.157432525,,
15394,296.19408,-14.87757,18.599,0.087,17.736,0.079,0.863,0.117515956,,
15400,296.0975,-14.94026,19.024,0.124,17.938,0.095,1.086,0.156208194,,
15403,296.18221,-14.73377,18.955,0.117,18.422,0.14,0.533,0.182452734,,
15405,296.09391,-14.89463,18.222,0.064,17.506,0.064,0.716,0.090509668,,
15407,296.20368,-14.81703,19.263,0.154,18.37,0.135,0.893,0.204795019,,
15408,296.29511,-14.91285,19.125,0.133,18.107,0.107,1.018,0.170698565,,
15410,296.3696,-14.7498,18.779,0.081,17.759,0.075,1.02,0.110390217,,
15411,296.2817,-14.68473,18.525,0.077,17.804,0.073,0.721,0.106103723,,
15412,296.1214,-14.76336,18.9,0.112,17.919,0.094,0.981,0.146219014,,
15414,296.22887,-14.75492,18.645,0.091,18.369,0.135,0.276,0.162806634,,
15417,296.35627,-14.72322,18.982,0.096,18.07,0.098,0.912,0.137186005,,
15418,296.18002,-14.78688,19.416,0.173,18.534,0.154,0.882,0.231613903,,
15419,296.20497,-14.75075,19.335,0.161,18.131,0.109,1.204,0.194427364,,
15423,296.28807,-14.81547,18.566,0.084,17.563,0.068,1.003,0.108074049,,
15424,296.18075,-14.76143,18.782,0.101,17.74,0.078,1.042,0.127612695,,
15425,296.11782,-14.94772,18.639,0.09,17.495,0.07,1.144,0.114017543,,
15426,296.33827,-14.83595,18.798,0.083,18.022,0.094,0.776,0.125399362,,
15430,296.28734,-14.93034,18.767,0.099,18.192,0.116,0.575,0.152502459,,
15431,296.0672,-14.93269,18.286,0.076,18.005,0.096,0.281,0.122441823,,
15432,296.24295,-14.79905,18.718,0.096,17.913,0.091,0.805,0.132276226,,
15433,296.30175,-14.83673,19.134,0.134,17.933,0.094,1.201,0.16368262,,
15434,296.10032,-14.76211,18.898,0.112,17.751,0.079,1.147,0.137058382,,
15435,296.38317,-14.71569,18.759,0.098,18.034,0.087,0.725,0.131045794,,
15437,296.25439,-14.72199,18.569,0.08,17.896,0.079,0.673,0.112432202,,
