ID,RA,Dec,k80mag,e80mag,k24mag,e24mag,eightzeroMINUStwentyfour,ERROReightzeroMINUStwentyfour
364,296.2094,-14.82732,13.72,0.04,11.38,0.09,2.34,0.098488578
365,296.2992,-14.69142,13.36,0.02,12.09,-9999,1.27,9999
366,296.13975,-14.66904,13.75,0.04,12.55,-9999,1.2,9999
367,296.38771,-14.87301,12.78,0.05,12.01,0.22,0.77,0.225610283
368,296.17956,-14.77517,13.04,0.06,12.56,-9999,0.48,9999
369,296.14209,-14.76548,13.59,0.05,12.19,-9999,1.4,9999
370,296.14634,-14.92335,11.73,0.05,9.83,0.03,1.9,0.058309519
371,296.15816,-14.88334,13.76,0.03,12.58,-9999,1.18,9999
372,296.07223,-14.96256,13.74,0.09,12.02,-9999,1.72,9999
373,296.35428,-14.82683,13.75,0.06,11.72,-9999,2.03,9999
374,296.22747,-14.71498,13.95,0.05,9.68,-9999,4.27,9999
375,296.08689,-14.77804,12.83,0.04,11.61,0.2,1.22,0.203960781
376,296.22633,-14.71393,13.77,0.03,9.93,-9999,3.84,9999
377,296.26611,-14.70129,12.59,0.03,11.08,0.12,1.51,0.123693169
378,296.17967,-14.9527,13.75,0.05,11.95,0.23,1.8,0.235372046
379,296.18981,-14.72839,13.72,0.03,12,-9999,1.72,9999
380,296.24866,-14.69127,13.79,0.03,13.24,-9999,0.55,9999
381,296.19921,-14.87357,12.77,0.03,6.86,0.01,5.91,0.031622777
382,296.40709,-14.77675,13.72,0.05,12.84,0.28,0.88,0.284429253
383,296.35957,-14.78996,13.84,0.06,12.42,0.1,1.42,0.116619038
384,296.42079,-14.89254,13.95,0.21,11.86,0.22,2.09,0.304138127
385,296.17297,-14.7113,13.17,0.05,11.72,0.28,1.45,0.284429253
386,296.28553,-14.66192,13.86,0.04,12.32,-9999,1.54,9999
387,296.23394,-14.80639,13.01,0.02,11.07,0.16,1.94,0.161245155
388,296.37065,-14.77127,13.83,0.06,12.54,-9999,1.29,9999
389,296.17989,-14.75762,12.73,0.07,10.98,0.09,1.75,0.114017543
390,296.1915,-14.92417,13.5,0.08,9.76,0.03,3.74,0.085440037
391,296.34287,-14.72476,13.89,0.06,12.44,-9999,1.45,9999
392,296.25137,-14.68477,13.57,0.03,11.85,-9999,1.72,9999
393,296.36432,-14.80785,13.85,0.06,12.26,-9999,1.59,9999
394,296.14317,-14.89021,13.87,0.06,12.92,-9999,0.95,9999
395,296.1474,-14.77629,13.74,0.05,12.77,-9999,0.97,9999
396,296.06072,-14.87745,13.97,0.06,12.52,-9999,1.45,9999
397,296.3756,-14.75896,13.84,0.04,12.15,-9999,1.69,9999
398,296.21884,-14.81448,13.77,0.05,12.13,0.27,1.64,0.274590604
399,296.0803,-14.91414,13.03,0.11,11.66,0.19,1.37,0.219544984
400,296.33217,-14.63722,13.8,0.06,12.14,0.26,1.66,0.266833281
401,296.18805,-14.87223,13.21,0.04,11.91,-9999,1.3,9999
402,296.29929,-14.83644,13.37,0.04,12.5,-9999,0.87,9999
403,296.18892,-14.90607,12.88,0.05,11.79,0.21,1.09,0.215870331
404,296.28692,-14.76957,13.01,0.05,11.92,-9999,1.09,9999
405,296.23917,-14.90233,13.68,0.05,11.84,0.25,1.84,0.254950976
406,296.20155,-14.81271,13,0.04,13.9,-9999,-0.9,9999
407,296.21728,-14.77642,13.24,0.04,12.24,-9999,1,9999
408,296.25386,-14.80999,12.89,0.06,11.21,0.15,1.68,0.161554944
409,296.09261,-14.89636,13.94,0.04,12.09,0.25,1.85,0.253179778
410,296.12019,-14.69049,13.87,0.09,12.2,-9999,1.67,9999
411,296.30182,-14.90358,12.91,0.05,11.62,0.13,1.29,0.139283883
412,296.17147,-14.8003,13.82,0.05,11.95,-9999,1.87,9999
413,296.25971,-14.87689,13.83,0.06,11.83,0.27,2,0.276586334
414,296.31328,-14.86183,13.96,0.03,12.21,0.25,1.75,0.251793566
415,296.33235,-14.82031,13.91,0.04,12.26,-9999,1.65,9999
416,296.37409,-14.87158,13.94,0.06,12.06,0.23,1.88,0.237697286
417,296.10117,-14.92425,13.12,0.05,12.01,0.17,1.11,0.177200451
418,296.21151,-14.69475,13.87,0.04,12.43,-9999,1.44,9999
419,296.27104,-14.80719,12.62,0.06,11.12,0.14,1.5,0.152315462
420,296.13992,-14.95619,13.84,0.04,12.16,-9999,1.68,9999
421,296.15848,-14.83374,13.28,0.03,12.71,-9999,0.57,9999
422,296.16824,-14.94555,13.68,0.04,12.45,-9999,1.23,9999
423,296.35621,-14.71428,14.01,0.04,12.53,-9999,1.48,9999
424,296.42556,-14.9086,13.62,0.08,12.35,-9999,1.27,9999
425,296.188,-14.79691,12.37,0.03,10.89,0.14,1.48,0.143178211
426,296.26722,-14.7638,13.78,0.05,9.88,0.04,3.9,0.064031242
427,296.06653,-14.70909,14.13,0.14,12.85,-9999,1.28,9999.000001
428,296.10204,-14.74425,13.71,0.04,12.35,-9999,1.36,9999
429,296.37957,-14.71572,13.89,0.05,12.48,-9999,1.41,9999
430,296.22277,-14.7647,13.5,0.06,9.19,0.03,4.31,0.067082039
431,296.13868,-14.74344,13.99,0.04,11.21,0.16,2.78,0.164924225
432,296.20045,-14.75512,13.78,0.04,12.02,-9999,1.76,9999
433,296.06528,-14.75053,14,0.04,12.05,-9999,1.95,9999
434,296.31714,-14.81583,13.79,0.06,11.43,0.1,2.36,0.116619038
435,296.29714,-14.80258,13.59,0.08,12.88,-9999,0.71,9999
436,296.19919,-14.86156,12.94,0.03,10.88,0.09,2.06,0.09486833
437,296.18201,-14.78494,13.41,0.03,12.66,-9999,0.75,9999
438,296.07212,-14.93931,13.83,0.12,12.34,-9999,1.49,9999.000001
439,296.23456,-14.77322,13.32,0.02,13.05,-9999,0.27,9999
440,296.27399,-14.91612,13.72,0.05,12.39,-9999,1.33,9999
441,296.35902,-14.76511,13.97,0.04,12.81,-9999,1.16,9999
442,296.20242,-14.8177,13.39,0.03,12.57,-9999,0.82,9999
443,296.26986,-14.83792,12.7,0.05,12.32,-9999,0.38,9999
444,296.18246,-14.84069,14.01,0.04,10.95,0.13,3.06,0.136014705
445,296.15868,-14.81454,13.05,0.03,11.43,0.16,1.62,0.162788206
446,296.10493,-14.70952,13.95,0.04,12.5,-9999,1.45,9999
447,296.37697,-14.69873,13.97,0.06,12.57,-9999,1.4,9999
448,296.23813,-14.79714,11.77,0.08,7.08,0.01,4.69,0.080622577
449,296.11213,-14.81967,13.88,0.04,12.81,-9999,1.07,9999
450,296.38279,-14.84553,14,0.03,12.69,-9999,1.31,9999
451,296.22233,-14.9099,13.33,0.04,12.71,-9999,0.62,9999
452,296.19408,-14.92695,13.52,0.11,9.58,0.03,3.94,0.114017543
453,296.15086,-14.92338,13.91,0.05,12.23,-9999,1.68,9999
454,296.24867,-14.703,12.76,0.04,9.27,0.02,3.49,0.04472136
455,296.22345,-14.73682,13.7,0.05,11.55,-9999,2.15,9999
456,296.17461,-14.78841,13.46,0.04,12.62,-9999,0.84,9999
457,296.08815,-14.76637,13.89,0.05,12.52,-9999,1.37,9999
458,296.32285,-14.6623,14.08,0.03,12.52,-9999,1.56,9999
459,296.14713,-14.8437,13.94,0.05,11.72,0.25,2.22,0.254950976
460,296.35775,-14.71477,14,0.07,13.04,-9999,0.96,9999
461,296.09364,-14.95589,13.93,0.05,12.46,-9999,1.47,9999
462,296.21773,-14.78929,13.02,0.07,11.95,-9999,1.07,9999
463,296.2424,-14.7578,13.95,0.06,11.7,0.1,2.25,0.116619038
464,296.24456,-14.8692,13.74,0.06,12.81,-9999,0.93,9999
465,296.24302,-14.81459,13.59,0.08,12.33,-9999,1.26,9999
466,296.12876,-14.80718,10.95,0.03,5.24,0.01,5.71,0.031622777
467,296.27363,-14.74903,13.91,0.03,12.09,-9999,1.82,9999
468,296.24157,-14.73595,13.97,0.1,12.23,-9999,1.74,9999.000001
469,296.3991,-14.70479,14,0.05,12.29,-9999,1.71,9999
470,296.31158,-14.64834,13.95,0.02,12.53,-9999,1.42,9999
471,296.29114,-14.69768,13.17,0.06,11.52,0.06,1.65,0.084852814
472,296.32396,-14.80563,14.06,0.02,13.1,-9999,0.96,9999
473,296.30437,-14.93588,14.03,0.07,11.35,0.2,2.68,0.211896201
474,296.15594,-14.84299,14.03,0.04,12.28,0.27,1.75,0.272946881
475,296.37452,-14.86688,13.33,0.07,13.19,-9999,0.14,9999
476,296.25524,-14.7601,12.41,0.06,10.03,0.06,2.38,0.084852814
477,296.13914,-14.8505,13.95,0.07,12.26,-9999,1.69,9999
478,296.40385,-14.68655,13.81,0.06,12.23,-9999,1.58,9999
479,296.28034,-14.64663,14.27,0.11,12.18,0.25,2.09,0.273130006
480,296.20576,-14.82646,14.09,0.04,11.72,0.26,2.37,0.263058929
481,296.26769,-14.68058,13.42,0.05,12.11,-9999,1.31,9999
482,296.22819,-14.87066,14.05,0.04,11.15,0.16,2.9,0.164924225
483,296.38084,-14.68413,13.75,0.05,12.47,-9999,1.28,9999
484,296.21663,-14.79046,12.88,0.07,11.35,0.14,1.53,0.156524758
485,296.24247,-14.82105,13.23,0.04,12,0.1,1.23,0.107703296
486,296.15268,-14.81927,13.08,0.05,11.71,0.16,1.37,0.167630546
487,296.21994,-14.77009,13.84,0.03,12.09,-9999,1.75,9999
488,296.30353,-14.74166,13.31,0.04,11.09,0.14,2.22,0.145602198
489,296.25012,-14.89107,14,0.04,12.87,-9999,1.13,9999
490,296.22446,-14.89137,13.73,0.05,13.03,-9999,0.7,9999
491,296.41835,-14.78221,14.14,0.06,12.62,-9999,1.52,9999
492,296.17273,-14.75847,14.17,0.09,12.82,-9999,1.35,9999
493,296.20776,-14.92781,13.73,0.07,12.18,-9999,1.55,9999
494,296.28574,-14.9286,13.78,0.05,11.79,0.25,1.99,0.254950976
495,296.21259,-14.80132,13.43,0.05,12.26,-9999,1.17,9999
496,296.30098,-14.86873,13.91,0.05,12.12,-9999,1.79,9999
497,296.104,-14.8887,13.93,0.03,11.51,0.09,2.42,0.09486833
498,296.19167,-14.82955,13.4,0.03,11.84,-9999,1.56,9999
499,296.19891,-14.93806,14.14,0.05,12.21,-9999,1.93,9999
500,296.22241,-14.75688,13.82,0.04,11.36,0.17,2.46,0.174642492
501,296.39644,-14.65802,13.92,0.04,12.32,-9999,1.6,9999
502,296.13484,-14.9013,13.95,0.04,9.6,0.04,4.35,0.056568542
503,296.2664,-14.78635,13.06,0.03,12.3,-9999,0.76,9999
504,296.26103,-14.73258,13.92,0.05,11.96,0.2,1.96,0.206155281
505,296.24052,-14.84932,13.1,0.05,12.56,-9999,0.54,9999
506,296.35416,-14.81631,13.99,0.04,10.45,0.08,3.54,0.089442719
507,296.25102,-14.67677,14.13,0.05,12.3,-9999,1.83,9999
508,296.30461,-14.71427,13.49,0.06,11.49,0.18,2,0.18973666
509,296.22367,-14.77175,13.9,0.06,12.8,-9999,1.1,9999
510,296.33997,-14.78637,14.16,0.05,12.73,-9999,1.43,9999
511,296.12366,-14.90253,14.18,0.06,12.08,0.12,2.1,0.134164079
512,296.18045,-14.80418,13.52,0.04,12.4,-9999,1.12,9999
513,296.16694,-14.87247,14.12,0.04,11.7,-9999,2.42,9999
514,296.19874,-14.74322,14.02,0.03,12.09,-9999,1.93,9999
515,296.21898,-14.71933,11.36,0.07,3.65,0.01,7.71,0.070710678
516,296.26234,-14.88244,13.67,0.04,12.19,-9999,1.48,9999
517,296.22571,-14.88446,14.13,0.04,12.42,-9999,1.71,9999
518,296.24256,-14.87865,12.68,0.04,11.45,0.12,1.23,0.126491106
519,296.2132,-14.68089,13.5,0.06,11.74,0.17,1.76,0.180277564
520,296.13103,-14.86154,14.1,0.04,12.36,-9999,1.74,9999
521,296.21297,-14.75566,13.11,0.08,12.24,0.19,0.87,0.206155281
522,296.20121,-14.71862,14.02,0.04,11.96,-9999,2.06,9999
523,296.21532,-14.8554,12.92,0.04,10.93,0.26,1.99,0.263058929
524,296.34878,-14.71976,14.01,0.06,12.14,-9999,1.87,9999
525,296.1827,-14.85873,14.01,0.03,13.07,-9999,0.94,9999
526,296.09651,-14.69392,14.04,0.05,11.72,0.13,2.32,0.139283883
527,296.21013,-14.73622,13.84,0.04,11.92,-9999,1.92,9999
528,296.25409,-14.8533,13.21,0.04,11.67,0.1,1.54,0.107703296
529,296.03469,-14.67691,14.17,0.08,11.58,-9999,2.59,9999
530,296.20844,-14.76216,12.44,0.02,10.33,0.04,2.11,0.04472136
531,296.29601,-14.69142,12.89,0.03,11.84,0.27,1.05,0.271661554
532,296.26034,-14.81802,13.75,0.03,12.14,-9999,1.61,9999
533,296.10879,-14.67551,14.21,0.04,12.76,-9999,1.45,9999
534,296.17851,-14.85548,14.09,0.05,12.75,-9999,1.34,9999
535,296.23957,-14.75629,14.28,0.04,11.75,0.12,2.53,0.126491106
536,296.35757,-14.8472,14.11,0.04,12.14,0.23,1.97,0.233452351
537,296.36573,-14.89167,13.91,0.04,13.67,-9999,0.24,9999
538,296.03853,-14.77658,13.72,0.04,12.1,-9999,1.62,9999
539,296.24784,-14.92997,14.24,0.05,12.37,-9999,1.87,9999
540,296.21112,-14.91068,13.28,0.03,12.51,-9999,0.77,9999
541,296.40397,-14.91875,14.88,0.16,12.32,0.27,2.56,0.313847097
542,296.16651,-14.78283,13.98,0.04,12.79,-9999,1.19,9999
543,296.30013,-14.75728,14.17,0.04,12.41,-9999,1.76,9999
544,296.41883,-14.88503,14.27,0.12,12.34,-9999,1.93,9999.000001
545,296.21722,-14.79319,14.07,0.07,12.09,-9999,1.98,9999
546,296.23884,-14.85754,13.61,0.02,12.14,-9999,1.47,9999
547,296.13898,-14.83143,14.08,0.06,12.49,-9999,1.59,9999
548,296.15485,-14.88727,14.1,0.04,12.14,-9999,1.96,9999
549,296.16779,-14.89871,14.05,0.04,12.89,-9999,1.16,9999
550,296.18275,-14.748,13.69,0.05,11.71,0.12,1.98,0.13
551,296.12779,-14.68535,14.02,0.05,12.65,-9999,1.37,9999
552,296.35193,-14.90932,14.44,0.05,12.44,-9999,2,9999
553,296.21458,-14.84826,14.12,0.04,12.71,-9999,1.41,9999
554,296.21927,-14.9272,14.15,0.06,12.53,-9999,1.62,9999
555,296.12467,-14.79607,14.19,0.04,12.66,-9999,1.53,9999
556,296.25296,-14.76515,14.41,0.07,12.61,0.11,1.8,0.130384048
557,296.3537,-14.71241,14.24,0.06,12.79,-9999,1.45,9999
558,296.03165,-14.67768,13.96,0.07,12.15,-9999,1.81,9999
559,296.2433,-14.72635,14.14,0.03,13.36,-9999,0.78,9999
560,296.41745,-14.79169,14.2,0.05,12.4,-9999,1.8,9999
561,296.04946,-14.79395,14.4,0.14,11.52,-9999,2.88,9999.000001
562,296.36599,-14.65709,14.24,0.08,12.63,-9999,1.61,9999
563,296.24644,-14.79006,13.93,0.04,11.82,-9999,2.11,9999
564,296.40477,-14.79229,13.36,0.06,12.46,-9999,0.9,9999
565,296.22632,-14.72547,13.51,0.04,10.13,-9999,3.38,9999
566,296.42903,-14.85207,13.95,0.05,12.51,-9999,1.44,9999
567,296.13953,-14.84234,15.13,0.09,12.39,-9999,2.74,9999
568,296.34217,-14.76231,13.47,0.05,12.03,0.21,1.44,0.215870331
569,296.27144,-14.83421,13.14,0.07,11.05,0.11,2.09,0.130384048
570,296.29942,-14.69263,14.36,0.12,11.84,0.16,2.52,0.2
571,296.04168,-14.75186,14.02,0.06,11.61,-9999,2.41,9999
572,296.23576,-14.75836,14.25,0.05,11.66,0.16,2.59,0.167630546
573,296.24761,-14.70499,14.03,0.04,11.47,0.2,2.56,0.203960781
574,296.29266,-14.93824,14.22,0.08,12.54,-9999,1.68,9999
575,296.2236,-14.77464,13.49,0.03,12.42,-9999,1.07,9999
576,296.06967,-14.72182,14.12,0.08,12.58,0.21,1.54,0.224722051
577,296.22863,-14.87131,14.01,0.03,11.54,0.16,2.47,0.162788206
578,296.18268,-14.83628,14.65,0.23,11.63,-9999,3.02,9999.000003
579,296.22701,-14.69771,14.01,0.02,12.17,-9999,1.84,9999
580,296.12382,-14.83538,14.25,0.05,12.6,0.13,1.65,0.139283883
581,296.4003,-14.71003,14.22,0.06,12.31,-9999,1.91,9999
582,296.30014,-14.87876,13.96,0.08,12.54,-9999,1.42,9999
583,296.15111,-14.9525,14.55,0.14,12.42,-9999,2.13,9999.000001
584,296.10659,-14.80298,13.52,0.02,11.95,0.19,1.57,0.191049732
585,296.22323,-14.76663,13.47,0.04,11.86,0.23,1.61,0.233452351
586,296.30103,-14.72167,14.14,0.06,12.41,-9999,1.73,9999
587,296.21816,-14.88028,13.84,0.03,11.14,-9999,2.7,9999
588,296.38578,-14.76515,14.25,0.07,11.87,-9999,2.38,9999
589,296.11609,-14.88108,13.1,0.05,11.05,0.09,2.05,0.102956301
590,296.29523,-14.65947,14.12,0.05,12.27,-9999,1.85,9999
591,296.21048,-14.82961,13.9,0.04,11.98,0.27,1.92,0.272946881
592,296.10577,-14.75618,14.24,0.06,12.54,-9999,1.7,9999
593,296.12413,-14.72402,13.71,0.04,12.18,-9999,1.53,9999
594,296.22798,-14.87967,14.13,0.03,11.8,-9999,2.33,9999
595,296.32184,-14.8362,13.63,0.05,12.22,0.26,1.41,0.264764046
596,296.40519,-14.7749,14.04,0.07,12.48,-9999,1.56,9999
597,296.06237,-14.82146,14.14,0.04,10.95,0.14,3.19,0.145602198
598,296.24047,-14.8215,14.12,0.04,12.17,-9999,1.95,9999
599,296.2207,-14.71814,12.68,0.09,4.57,0.01,8.11,0.090553851
600,296.32533,-14.8182,13.79,0.04,11.69,-9999,2.1,9999
601,296.10368,-14.66721,13.97,0.03,12.33,-9999,1.64,9999
602,296.27887,-14.86482,14.33,0.05,11.39,0.22,2.94,0.225610283
603,296.32346,-14.81105,14.27,0.03,12.68,0.26,1.59,0.261725047
604,296.11368,-14.71623,14.32,0.04,12.95,-9999,1.37,9999
605,296.19256,-14.78459,14.46,0.05,11.27,0.08,3.19,0.094339811
606,296.06101,-14.73091,14.28,0.08,12.18,-9999,2.1,9999
607,296.11791,-14.89065,14.16,0.04,12.84,-9999,1.32,9999
608,296.34788,-14.75763,13.63,0.04,11.77,-9999,1.86,9999
609,296.23395,-14.7225,14.3,0.04,11.67,-9999,2.63,9999
610,296.38216,-14.76021,14.19,0.07,12.73,-9999,1.46,9999
611,296.13744,-14.79176,11.65,0.08,6.87,0.01,4.78,0.080622577
612,296.29172,-14.80304,12.94,0.04,11.53,0.16,1.41,0.164924225
613,296.28417,-14.81987,13.94,0.04,12.64,-9999,1.3,9999
614,296.21836,-14.80107,14.05,0.04,12.54,-9999,1.51,9999
615,296.1237,-14.83347,13.72,0.04,12.46,-9999,1.26,9999
616,296.18319,-14.76298,13.65,0.03,12.6,-9999,1.05,9999
617,296.24367,-14.66818,14.27,0.05,13.02,-9999,1.25,9999
618,296.24557,-14.82234,13.8,0.04,11.55,-9999,2.25,9999
619,296.21473,-14.7416,14.19,0.03,12.79,-9999,1.4,9999
620,296.22933,-14.65249,13.65,0.02,11.03,0.12,2.62,0.121655251
621,296.39301,-14.78929,14.67,0.11,12.51,-9999,2.16,9999.000001
622,296.2436,-14.82189,13.61,0.05,11.89,-9999,1.72,9999
623,296.28664,-14.81759,14.31,0.04,12.58,-9999,1.73,9999
624,296.35055,-14.78734,14.19,0.05,12.17,-9999,2.02,9999
625,296.37701,-14.89289,14.17,0.04,11.99,-9999,2.18,9999
626,296.26797,-14.90649,14.33,0.07,12.69,-9999,1.64,9999
627,296.22061,-14.80001,13.76,0.05,12.66,-9999,1.1,9999
628,296.09708,-14.83125,14.34,0.04,11.13,0.15,3.21,0.155241747
629,296.40151,-14.87554,14.26,0.07,12.35,-9999,1.91,9999
630,296.08533,-14.84802,14.22,0.04,11.94,-9999,2.28,9999
631,296.10421,-14.79254,13.84,0.03,12.73,-9999,1.11,9999
632,296.24124,-14.72373,13.78,0.04,12.36,-9999,1.42,9999
633,296.04397,-14.80437,13.08,0.08,9.55,0.06,3.53,0.1
634,296.08,-14.86635,14.41,0.15,12.33,-9999,2.08,9999.000001
635,296.25009,-14.6768,14.35,0.1,12.73,-9999,1.62,9999.000001
636,296.22884,-14.80433,13.89,0.08,12.19,-9999,1.7,9999
637,296.23483,-14.83966,14.35,0.06,10.84,0.16,3.51,0.170880075
638,296.09912,-14.69589,14.69,0.07,12.43,0.26,2.26,0.26925824
639,296.44935,-14.90197,14.88,0.14,12.27,-9999,2.61,9999.000001
640,296.09973,-14.77755,14.38,0.06,12.81,-9999,1.57,9999
641,296.30718,-14.84206,14.49,0.05,12.42,0.25,2.07,0.254950976
642,296.33334,-14.89412,14.15,0.06,12.64,-9999,1.51,9999
643,296.22372,-14.83954,13.64,0.04,12.03,-9999,1.61,9999
644,296.19177,-14.74279,13.21,0.04,11.77,0.18,1.44,0.184390889
645,296.34948,-14.88276,14.31,0.04,12.69,-9999,1.62,9999
646,296.22597,-14.8265,14.05,0.07,12.88,-9999,1.17,9999
647,296.064,-14.74631,14.2,0.05,12.77,-9999,1.43,9999
648,296.23038,-14.75699,14.35,0.07,11.74,-9999,2.61,9999
649,296.26377,-14.8717,13.51,0.05,12.45,-9999,1.06,9999
650,296.32037,-14.87581,14.42,0.06,12.65,-9999,1.77,9999
651,296.07773,-14.84449,14.41,0.05,12.03,-9999,2.38,9999
652,296.24999,-14.68432,14.36,0.04,14.55,-9999,-0.19,9999
653,296.28798,-14.80231,13.61,0.04,11.44,0.29,2.17,0.292745623
654,296.27779,-14.82281,13.37,0.02,12.3,-9999,1.07,9999
655,296.31573,-14.84773,14.3,0.05,12.47,-9999,1.83,9999
656,296.1982,-14.87107,14.39,0.05,10.81,0.1,3.58,0.111803399
657,296.41866,-14.74246,14.3,0.08,12.04,-9999,2.26,9999
658,296.23241,-14.83929,12.93,0.05,9.28,0.07,3.65,0.086023253
659,296.41645,-14.80166,14.4,0.09,11.47,0.23,2.93,0.246981781
660,296.32847,-14.82026,14.43,0.03,11.42,0.06,3.01,0.067082039
661,296.16415,-14.84146,13.82,0.04,11.6,0.15,2.22,0.155241747
662,296.29688,-14.75334,15.12,0.14,12.55,-9999,2.57,9999.000001
663,296.3085,-14.7124,14.48,0.06,12.65,-9999,1.83,9999
664,296.22425,-14.79784,13.88,0.06,11.63,-9999,2.25,9999
665,296.25467,-14.75604,13.71,0.03,12.21,-9999,1.5,9999
666,296.06491,-14.80865,14.42,0.07,12.18,-9999,2.24,9999
667,296.34687,-14.74626,14.45,0.06,12.35,-9999,2.1,9999
668,296.40918,-14.83155,14.33,0.07,11.49,0.08,2.84,0.106301458
669,296.1063,-14.8516,14.31,0.03,12.32,-9999,1.99,9999
670,296.19993,-14.71554,14.37,0.05,11.65,-9999,2.72,9999
671,296.23409,-14.90133,14.33,0.06,12.23,-9999,2.1,9999
672,296.16958,-14.92949,14.4,0.08,13.04,-9999,1.36,9999
673,296.29871,-14.70153,14.43,0.05,12.52,-9999,1.91,9999
674,296.1567,-14.67873,14.37,0.06,11.97,0.25,2.4,0.257099203
675,296.3646,-14.6511,14.07,0.07,12.27,-9999,1.8,9999
676,296.24717,-14.83917,13.82,0.02,12.26,-9999,1.56,9999
677,296.28494,-14.90714,12.61,0.02,9.89,0.04,2.72,0.04472136
678,296.31042,-14.74779,14.25,0.05,12.78,-9999,1.47,9999
679,296.20508,-14.694,14.43,0.06,12.89,-9999,1.54,9999
680,296.07742,-14.76413,14.4,0.06,11.78,0.22,2.62,0.228035085
681,296.25105,-14.79978,13.79,0.07,10.97,-9999,2.82,9999
682,296.1916,-14.85079,14.31,0.05,12.33,-9999,1.98,9999
683,296.20935,-14.85185,13.32,0.07,11.4,0.16,1.92,0.174642492
684,296.37809,-14.74611,15.11,0.1,10.06,0.04,5.05,0.107703296
685,296.18369,-14.77243,14.01,0.05,12.11,0.2,1.9,0.206155281
686,296.07722,-14.85654,14.53,0.07,11.74,0.24,2.79,0.25
687,296.18781,-14.90085,14.42,0.04,12.6,-9999,1.82,9999
688,296.14705,-14.67938,14.48,0.04,12.47,-9999,2.01,9999
689,296.20466,-14.83086,13.98,0.05,12.38,-9999,1.6,9999
690,296.09678,-14.71193,14.78,0.18,12.36,-9999,2.42,9999.000002
691,296.20559,-14.77856,14.5,0.04,12.18,-9999,2.32,9999
692,296.15969,-14.85963,13.29,0.07,10.57,0.12,2.72,0.13892444
693,296.25032,-14.80362,13.98,0.06,11.97,-9999,2.01,9999
694,296.30872,-14.8658,13.3,0.03,12.26,0.29,1.04,0.291547595
695,296.40653,-14.84045,14.47,0.09,12.24,-9999,2.23,9999
696,296.32105,-14.89365,14.29,0.04,12.58,-9999,1.71,9999
697,296.2351,-14.85527,14.12,0.05,11.64,0.22,2.48,0.225610283
698,296.2044,-14.92848,14.35,0.04,12.28,-9999,2.07,9999
699,296.35621,-14.76596,13.52,0.04,12.53,-9999,0.99,9999
700,296.36653,-14.90715,14.63,0.08,11.85,0.18,2.78,0.196977156
701,296.24451,-14.83897,14.4,0.04,13.06,-9999,1.34,9999
702,296.31798,-14.80184,14.51,0.05,12.84,-9999,1.67,9999
703,296.20325,-14.82793,13.51,0.04,11.16,0.14,2.35,0.145602198
704,296.2765,-14.86,14.29,0.06,12.2,-9999,2.09,9999
705,296.2009,-14.7277,14.44,0.03,12.71,-9999,1.73,9999
706,296.39253,-14.68636,14.87,0.1,12.06,-9999,2.81,9999.000001
707,296.20164,-14.88634,14.09,0.05,11.15,-9999,2.94,9999
708,296.27528,-14.81896,14.51,0.05,12.01,-9999,2.5,9999
709,296.21545,-14.78518,14.84,0.11,12.06,-9999,2.78,9999.000001
710,296.23458,-14.73063,14.45,0.05,12.17,-9999,2.28,9999
711,296.2468,-14.80972,14.15,0.05,11.44,-9999,2.71,9999
712,296.17491,-14.66868,14.18,0.02,10.84,0.08,3.34,0.082462113
713,296.30515,-14.91793,14.36,0.06,12.19,0.26,2.17,0.266833281
714,296.24418,-14.84676,14.25,0.03,11.96,-9999,2.29,9999
715,296.37477,-14.68718,14.72,0.09,12.25,-9999,2.47,9999
716,296.22953,-14.87045,14.6,0.06,12.56,0.14,2.04,0.152315462
717,296.28858,-14.90324,14.31,0.05,12.96,-9999,1.35,9999
718,296.37049,-14.80176,14.51,0.05,12.25,-9999,2.26,9999
719,296.15119,-14.95476,14.47,0.08,12.73,-9999,1.74,9999
720,296.41004,-14.77532,14.29,0.05,12.08,-9999,2.21,9999
721,296.31858,-14.78987,14.01,0.07,11.63,-9999,2.38,9999
722,296.22674,-14.75058,13.67,0.04,11.91,0.11,1.76,0.117046999
723,296.18033,-14.80579,14.56,0.07,12.25,-9999,2.31,9999
724,296.2146,-14.78556,13.84,0.02,11.73,-9999,2.11,9999
725,296.24504,-14.73758,12.51,0.04,10.1,0.04,2.41,0.056568542
726,296.27553,-14.8104,14.41,0.05,12.64,-9999,1.77,9999
727,296.29307,-14.80704,12.23,0.04,7.82,0.01,4.41,0.041231056
728,296.3714,-14.88787,14.31,0.06,12.79,-9999,1.52,9999
729,296.1552,-14.93396,14.27,0.04,12.69,-9999,1.58,9999
730,296.42022,-14.76075,14.55,0.09,12.25,-9999,2.3,9999
731,296.20503,-14.87903,14.26,0.04,10.6,-9999,3.66,9999
732,296.23353,-14.80648,14.13,0.06,10.9,0.15,3.23,0.161554944
733,296.27338,-14.79197,13.97,0.05,12.76,-9999,1.21,9999
734,296.23407,-14.68634,13.72,0.03,11.58,0.15,2.14,0.152970585
735,296.1084,-14.683,14.4,0.03,12.54,-9999,1.86,9999
736,296.34727,-14.72574,14.43,0.04,12.2,-9999,2.23,9999
737,296.38275,-14.7522,13.9,0.05,12.36,0.25,1.54,0.254950976
738,296.19485,-14.8781,14.32,0.12,10.36,0.11,3.96,0.162788206
739,296.22993,-14.7292,14.71,0.06,11.74,-9999,2.97,9999
