ID,RA,Dec,k80mag,e80mag,k24mag,e24mag,eightzeroMINUStwentyfour,ERROReightzeroMINUStwentyfour
23941,296.17124,-14.76734,16.7,0.28,13.39,0.14,3.31,0.313049517
23942,296.04748,-14.70673,15.19,0.07,10.95,0.11,4.24,0.130384048
23943,296.33478,-14.82201,16.77,0.22,12.66,-9999,4.11,9999.000002
23944,296.41249,-14.80092,16.18,-9999,11.78,-9999,4.4,14140.72141
23945,296.28264,-14.94051,16.06,-9999,12.56,-9999,3.5,14140.72141
23946,296.16747,-14.83985,15.98,0.12,11.94,-9999,4.04,9999.000001
23947,296.25078,-14.67918,16.41,-9999,12.54,-9999,3.87,14140.72141
23948,296.28568,-14.78585,16.42,-9999,12.24,-9999,4.18,14140.72141
23949,296.18715,-14.90582,16.4,0.28,12.37,-9999,4.03,9999.000004
23950,296.08261,-14.72242,16.6,-9999,11.29,0.16,5.31,9999.000001
23951,296.29834,-14.75131,16.17,0.17,12.28,-9999,3.89,9999.000001
23952,296.24206,-14.8272,16.36,0.25,11.63,0.06,4.73,0.257099203
23953,296.26585,-14.80924,16.52,-9999,12.34,-9999,4.18,14140.72141
23954,296.29399,-14.74911,16.4,-9999,12.55,-9999,3.85,14140.72141
23955,296.254,-14.68921,16.33,-9999,12.53,-9999,3.8,14140.72141
23956,296.09422,-14.78304,16.91,-9999,12.63,-9999,4.28,14140.72141
23957,296.05338,-14.87516,15.83,-9999,11.93,-9999,3.9,14140.72141
23958,296.08572,-14.74266,16.7,-9999,13.66,-9999,3.04,14140.72141
23959,296.30638,-14.93579,16.26,0.25,11.66,0.29,4.6,0.382883794
23960,296.14824,-14.93167,16.18,0.23,12.93,-9999,3.25,9999.000003
23961,296.35964,-14.82442,16.45,-9999,12.5,-9999,3.95,14140.72141
23962,296.16673,-14.83222,16.66,-9999,11.72,0.26,4.94,9999.000003
23963,296.15456,-14.80859,16.8,0.28,12.44,-9999,4.36,9999.000004
23964,296.21306,-14.90128,15.83,0.15,12.23,-9999,3.6,9999.000001
23965,296.27544,-14.6807,16.63,-9999,12.14,-9999,4.49,14140.72141
23966,296.34009,-14.81873,16.29,0.19,11.6,0.12,4.69,0.224722051
23967,296.19889,-14.76147,15.41,0.1,11.9,-9999,3.51,9999.000001
23968,296.43048,-14.84394,16.47,-9999,12.64,-9999,3.83,14140.72141
23969,296.29096,-14.82031,16.76,0.26,12.18,-9999,4.58,9999.000003
23970,296.29549,-14.86362,16.52,-9999,12.98,-9999,3.54,14140.72141
23971,296.25245,-14.8946,16.9,0.28,12.71,-9999,4.19,9999.000004
23972,296.43178,-14.89706,15.82,-9999,13.47,-9999,2.35,14140.72141
23973,296.14765,-14.81083,16.34,0.19,12.63,-9999,3.71,9999.000002
23974,296.30371,-14.65102,16.39,-9999,12.88,-9999,3.51,14140.72141
23975,296.23286,-14.78637,17,-9999,13.12,-9999,3.88,14140.72141
23976,296.06229,-14.72496,16.25,-9999,12.28,-9999,3.97,14140.72141
23977,296.42999,-14.84684,16.27,-9999,11.47,0.24,4.8,9999.000003
23978,296.35184,-14.78416,16.5,0.19,12.33,-9999,4.17,9999.000002
23979,296.44592,-14.89533,16.13,-9999,12.62,-9999,3.51,14140.72141
23980,296.2189,-14.81914,16.38,-9999,12.18,-9999,4.2,14140.72141
23981,296.17807,-14.71211,16.6,-9999,13.58,-9999,3.02,14140.72141
23982,296.14335,-14.77867,16.4,-9999,12.51,-9999,3.89,14140.72141
23983,296.29481,-14.75437,16.66,-9999,12.9,-9999,3.76,14140.72141
23984,296.15733,-14.86015,15.58,0.1,12.44,-9999,3.14,9999.000001
23985,296.21593,-14.76791,16.33,-9999,13.33,-9999,3,14140.72141
23986,296.18669,-14.72691,15.99,0.1,12.6,-9999,3.39,9999.000001
23987,296.20835,-14.93689,16.3,-9999,12.39,-9999,3.91,14140.72141
23988,296.145,-14.67287,16.13,0.1,11.92,-9999,4.21,9999.000001
23989,296.25479,-14.66398,16.42,-9999,12.57,-9999,3.85,14140.72141
23990,296.35748,-14.74243,15.96,0.1,12.1,-9999,3.86,9999.000001
23991,296.22609,-14.70385,16.84,0.21,12.13,-9999,4.71,9999.000002
23992,296.1132,-14.93591,16.2,-9999,11.95,-9999,4.25,14140.72141
23993,296.1654,-14.81458,16.07,0.15,13.21,-9999,2.86,9999.000001
23994,296.15448,-14.93688,16.22,-9999,12.44,-9999,3.78,14140.72141
23995,296.29069,-14.81327,15.68,0.13,10.38,0.19,5.3,0.230217289
23996,296.20013,-14.72498,16.61,0.25,11.99,-9999,4.62,9999.000003
23997,296.28291,-14.82408,16.18,0.2,11.96,-9999,4.22,9999.000002
23998,296.11928,-14.69825,16.78,-9999,12.76,-9999,4.02,14140.72141
23999,296.13719,-14.93374,15.98,0.24,12.5,-9999,3.48,9999.000003
24000,296.07721,-14.78042,16.44,0.2,12.15,-9999,4.29,9999.000002
24001,296.17399,-14.79783,16.76,0.21,11.94,-9999,4.82,9999.000002
24002,296.14944,-14.72861,16.63,-9999,12.28,-9999,4.35,14140.72141
24003,296.33736,-14.83174,16.63,-9999,11.65,0.21,4.98,9999.000002
24004,296.27785,-14.8483,16.52,0.15,12.3,-9999,4.22,9999.000001
24005,296.3003,-14.76503,16.51,-9999,12.65,-9999,3.86,14140.72141
24006,296.18135,-14.91017,16.49,-9999,12.32,-9999,4.17,14140.72141
24007,296.1247,-14.7292,16.36,-9999,12.57,-9999,3.79,14140.72141
24008,296.12594,-14.79518,17.16,0.26,12.25,-9999,4.91,9999.000003
24009,296.13846,-14.87816,16.61,0.17,12.82,-9999,3.79,9999.000001
24010,296.21513,-14.74817,16.05,0.15,12.48,-9999,3.57,9999.000001
24011,296.32805,-14.76636,16.92,0.29,12.98,-9999,3.94,9999.000004
24012,296.22,-14.7508,16.48,0.19,12.91,-9999,3.57,9999.000002
24013,296.16488,-14.69565,16.31,-9999,12.81,-9999,3.5,14140.72141
24014,296.116,-14.91404,16.75,-9999,11.73,0.18,5.02,9999.000002
24015,296.26943,-14.87577,16.24,0.18,12.75,-9999,3.49,9999.000002
24016,296.2696,-14.90491,16.59,-9999,12.49,-9999,4.1,14140.72141
24017,296.28777,-14.71302,16.4,-9999,12.66,-9999,3.74,14140.72141
24018,296.13017,-14.96424,16.1,-9999,12.89,-9999,3.21,14140.72141
24019,296.20171,-14.85222,16.12,-9999,11.9,-9999,4.22,14140.72141
24020,296.28786,-14.76802,16.55,-9999,12.33,-9999,4.22,14140.72141
24021,296.07441,-14.82385,16.34,-9999,12.07,-9999,4.27,14140.72141
24022,296.27282,-14.88189,16.01,0.11,12.65,-9999,3.36,9999.000001
24023,296.12291,-14.67586,16.31,0.2,12.62,-9999,3.69,9999.000002
24024,296.26849,-14.66341,16.68,-9999,12.07,-9999,4.61,14140.72141
24025,296.23666,-14.86767,16.47,-9999,12.04,-9999,4.43,14140.72141
24026,296.20969,-14.81796,16.34,0.16,11.9,0.12,4.44,0.2
24027,296.27168,-14.77541,16.85,0.21,12.89,-9999,3.96,9999.000002
24028,296.26261,-14.68909,16.32,0.19,12.67,-9999,3.65,9999.000002
24029,296.1061,-14.91142,16.44,-9999,13.14,-9999,3.3,14140.72141
24030,296.21799,-14.7777,16.46,-9999,12.44,-9999,4.02,14140.72141
24031,296.08342,-14.7881,16.59,-9999,12.38,-9999,4.21,14140.72141
24032,296.17268,-14.82655,16.56,-9999,12.73,-9999,3.83,14140.72141
24033,296.1594,-14.92131,16.34,-9999,12.03,-9999,4.31,14140.72141
24034,296.29573,-14.90789,15.91,0.2,10.52,0.29,5.39,0.352278299
24035,296.15165,-14.90473,16.62,-9999,11.85,0.3,4.77,9999.000005
24036,296.16839,-14.718,16.66,-9999,12.82,-9999,3.84,14140.72141
24037,296.36201,-14.71433,16.37,0.28,12.56,-9999,3.81,9999.000004
24038,296.14758,-14.71589,16.95,0.29,11.96,0.21,4.99,0.358050276
24039,296.34989,-14.81521,16.57,-9999,11.8,0.21,4.77,9999.000002
24040,296.33665,-14.845,16.63,-9999,12.38,-9999,4.25,14140.72141
24041,296.36411,-14.68675,15.72,0.08,13.54,-9999,2.18,9999
24042,296.1068,-14.90604,15.99,0.22,12.63,-9999,3.36,9999.000002
24043,296.40919,-14.90726,15.84,-9999,12.39,-9999,3.45,14140.72141
24044,296.18544,-14.7122,16.37,-9999,12.55,-9999,3.82,14140.72141
24045,296.17252,-14.7819,16.4,0.27,12.84,-9999,3.56,9999.000004
24046,296.14193,-14.73868,16.33,0.17,12.49,-9999,3.84,9999.000001
24047,296.08678,-14.92943,16.05,-9999,12.1,-9999,3.95,14140.72141
24048,296.1842,-14.76846,16.57,-9999,11.76,-9999,4.81,14140.72141
24049,296.36126,-14.74168,16.41,-9999,12.17,-9999,4.24,14140.72141
24050,296.17281,-14.79464,16.79,-9999,11.72,-9999,5.07,14140.72141
24051,296.29017,-14.85153,16.16,0.15,12.15,-9999,4.01,9999.000001
24052,296.14787,-14.71123,16.21,0.22,11.17,-9999,5.04,9999.000002
24053,296.17052,-14.95883,12.89,0.08,12.1,-9999,0.79,9999
24054,296.18153,-14.86908,16.97,0.25,12.19,-9999,4.78,9999.000003
24055,296.17158,-14.7908,16.64,-9999,11.73,0.23,4.91,9999.000003
24056,296.36114,-14.89596,16.02,0.21,12.51,-9999,3.51,9999.000002
24057,296.36704,-14.91997,15.85,0.22,12.63,-9999,3.22,9999.000002
24058,296.30078,-14.75858,16.63,0.2,12.91,-9999,3.72,9999.000002
24059,296.25157,-14.92863,16.51,-9999,12.25,-9999,4.26,14140.72141
24060,296.17873,-14.76366,16.26,0.2,12.77,-9999,3.49,9999.000002
24061,296.17673,-14.82314,16.64,-9999,12.49,-9999,4.15,14140.72141
24062,296.24252,-14.9273,16.22,-9999,12.19,-9999,4.03,14140.72141
24063,296.25929,-14.69963,16.62,-9999,11.86,-9999,4.76,14140.72141
24064,296.14125,-14.66715,16.4,0.23,12.06,-9999,4.34,9999.000003
24065,296.08189,-14.86749,15.62,0.13,12.57,-9999,3.05,9999.000001
24066,296.20502,-14.72399,16.72,-9999,11.4,-9999,5.32,14140.72141
24067,296.15933,-14.86555,16.62,0.18,12.05,-9999,4.57,9999.000002
24068,296.19682,-14.90249,16.75,0.29,12.4,-9999,4.35,9999.000004
24069,296.37562,-14.84233,16.64,-9999,12.47,-9999,4.17,14140.72141
24070,296.20355,-14.89182,16.26,0.19,11.46,0.23,4.8,0.298328678
24071,296.19019,-14.86801,16.53,-9999,12.45,-9999,4.08,14140.72141
24072,296.11517,-14.8214,16.34,0.13,12.51,-9999,3.83,9999.000001
24073,296.31405,-14.69721,16.68,-9999,12.76,-9999,3.92,14140.72141
24074,296.27526,-14.77288,16.56,-9999,11.36,0.04,5.2,9999
24075,296.422,-14.76228,15.75,0.23,12.27,-9999,3.48,9999.000003
24076,296.1716,-14.72763,16.8,0.27,12.51,-9999,4.29,9999.000004
24077,296.23693,-14.73152,16.45,0.18,12.12,-9999,4.33,9999.000002
24078,296.33315,-14.76532,16.95,0.26,13.79,-9999,3.16,9999.000003
24079,296.27097,-14.76349,16.54,-9999,12.41,-9999,4.13,14140.72141
24080,296.08714,-14.80805,16.03,0.17,12.16,0.3,3.87,0.344818793
24081,296.14118,-14.88279,16.01,0.13,12.04,-9999,3.97,9999.000001
24082,296.19451,-14.94497,16.13,0.15,12.42,-9999,3.71,9999.000001
24083,296.39391,-14.85007,16.37,-9999,12.46,-9999,3.91,14140.72141
24084,296.31961,-14.83779,16.07,0.09,13.05,-9999,3.02,9999
24085,296.22352,-14.7449,16.37,-9999,12.66,-9999,3.71,14140.72141
24086,296.10496,-14.86173,16.45,-9999,12.27,-9999,4.18,14140.72141
24087,296.10901,-14.94392,16.01,-9999,12.31,-9999,3.7,14140.72141
24088,296.40832,-14.83544,16.28,-9999,12.75,-9999,3.53,14140.72141
24089,296.29471,-14.74558,16.38,0.16,13.58,-9999,2.8,9999.000001
24090,296.41732,-14.82218,16.2,-9999,13.31,-9999,2.89,14140.72141
24091,296.34578,-14.7715,16.61,-9999,12.25,-9999,4.36,14140.72141
24092,296.2786,-14.6648,16.67,0.27,12.46,-9999,4.21,9999.000004
24093,296.23336,-14.93841,16.36,-9999,12.74,-9999,3.62,14140.72141
24094,296.35822,-14.81625,16.15,0.22,12.62,-9999,3.53,9999.000002
24095,296.42152,-14.83878,16.61,-9999,12.38,-9999,4.23,14140.72141
24096,296.41775,-14.9154,15.84,-9999,12.3,-9999,3.54,14140.72141
24097,296.34105,-14.86612,16.62,0.3,12.09,-9999,4.53,9999.000005
24098,296.23149,-14.91335,15.99,0.24,12.67,-9999,3.32,9999.000003
24099,296.18649,-14.85246,16.6,0.27,12.36,-9999,4.24,9999.000004
24100,296.28049,-14.75344,16.22,-9999,12.58,-9999,3.64,14140.72141
24101,296.23411,-14.74627,15.16,0.07,11.66,0.16,3.5,0.174642492
24102,296.03626,-14.76103,16.12,-9999,11.69,0.25,4.43,9999.000003
24103,296.30545,-14.81167,16.79,-9999,11.95,0.17,4.84,9999.000001
24104,296.15971,-14.85812,14.97,0.1,10.33,0.21,4.64,0.232594067
24105,296.13929,-14.66222,16.61,0.26,11.79,0.22,4.82,0.340587727
24106,296.39234,-14.73806,16.13,-9999,12.12,-9999,4.01,14140.72141
24107,296.36477,-14.82801,16.37,-9999,12.89,-9999,3.48,14140.72141
24108,296.18133,-14.74201,16.49,0.16,12.72,-9999,3.77,9999.000001
24109,296.14665,-14.92037,16.33,0.14,12.01,-9999,4.32,9999.000001
24110,296.28487,-14.91,15.97,-9999,12.04,-9999,3.93,14140.72141
24111,296.36155,-14.76879,16.69,0.26,12.67,-9999,4.02,9999.000003
24112,296.12983,-14.81787,16.69,-9999,11.74,-9999,4.95,14140.72141
24113,296.18167,-14.68855,16.6,-9999,12.81,-9999,3.79,14140.72141
24114,296.25683,-14.69154,16.34,0.14,12.37,0.27,3.97,0.304138127
24115,296.28679,-14.73234,16.49,0.26,12.54,-9999,3.95,9999.000003
24116,296.36982,-14.73765,16.48,0.28,12.23,-9999,4.25,9999.000004
24117,296.31105,-14.76169,15.88,0.08,12.89,-9999,2.99,9999
24118,296.30676,-14.67955,16.88,0.29,12.51,-9999,4.37,9999.000004
24119,296.34216,-14.91535,15.95,-9999,12.41,-9999,3.54,14140.72141
24120,296.16108,-14.76072,16.45,-9999,11.41,0.13,5.04,9999.000001
24121,296.06189,-14.69222,16.29,-9999,12.19,-9999,4.1,14140.72141
24122,296.20028,-14.80692,17.16,0.29,12.5,-9999,4.66,9999.000004
24123,296.22712,-14.80452,16.06,0.2,12.35,-9999,3.71,9999.000002
24124,296.2526,-14.77821,16.74,-9999,13.2,-9999,3.54,14140.72141
24125,296.31115,-14.85399,16.42,0.14,12.25,-9999,4.17,9999.000001
24126,296.14336,-14.70433,16.65,-9999,11.84,-9999,4.81,14140.72141
24127,296.25342,-14.69352,16.07,0.1,11.77,0.2,4.3,0.223606798
24128,296.13845,-14.9144,16.48,0.27,12.36,-9999,4.12,9999.000004
24129,296.21346,-14.85266,16.3,-9999,11.5,0.14,4.8,9999.000001
24130,296.22427,-14.87641,16.08,0.13,12.31,-9999,3.77,9999.000001
24131,296.06515,-14.86267,15.93,0.1,11.16,0.26,4.77,0.278567766
24132,296.32281,-14.86901,16.53,-9999,12.46,-9999,4.07,14140.72141
24133,296.12565,-14.72352,16.07,0.16,12.25,-9999,3.82,9999.000001
24134,296.31743,-14.74522,16.58,-9999,12.61,-9999,3.97,14140.72141
24135,296.28814,-14.82915,16.47,-9999,12.68,-9999,3.79,14140.72141
24136,296.3443,-14.74377,16.7,-9999,12.22,-9999,4.48,14140.72141
24137,296.2415,-14.72814,16.69,-9999,12.13,-9999,4.56,14140.72141
24138,296.2663,-14.79338,16.25,0.2,12.13,-9999,4.12,9999.000002
24139,296.10897,-14.72436,16.31,0.13,12.63,-9999,3.68,9999.000001
24140,296.30977,-14.72388,16.45,-9999,12.38,-9999,4.07,14140.72141
24141,296.23072,-14.86871,15.36,0.06,12.44,-9999,2.92,9999
24142,296.26411,-14.82143,16.37,-9999,11.77,0.1,4.6,9999.000001
24143,296.22883,-14.74739,16.29,-9999,12.27,-9999,4.02,14140.72141
24144,296.16996,-14.84918,16.35,0.14,13.16,-9999,3.19,9999.000001
24145,296.18281,-14.73799,16.63,-9999,12.13,0.27,4.5,9999.000004
24146,296.08761,-14.82007,16.33,-9999,12.55,-9999,3.78,14140.72141
24147,296.08441,-14.9247,16.13,-9999,12.23,-9999,3.9,14140.72141
24148,296.40223,-14.90891,15.9,-9999,12.95,-9999,2.95,14140.72141
24149,296.21098,-14.78984,17.31,0.25,12.37,-9999,4.94,9999.000003
24150,296.15012,-14.73375,16.39,0.16,12.64,-9999,3.75,9999.000001
24151,296.23431,-14.90539,16.3,-9999,12.29,-9999,4.01,14140.72141
24152,296.31606,-14.74987,16.8,0.24,12.83,-9999,3.97,9999.000003
24153,296.22804,-14.68787,16.59,-9999,12.34,-9999,4.25,14140.72141
24154,296.31244,-14.74613,16.14,0.16,12.6,0.28,3.54,0.32249031
24155,296.32556,-14.86467,16.48,0.14,12.56,-9999,3.92,9999.000001
24156,296.18033,-14.90081,16.4,-9999,12.76,-9999,3.64,14140.72141
24157,296.38493,-14.78546,16.53,0.26,12.59,-9999,3.94,9999.000003
24158,296.14797,-14.75897,16.76,-9999,12.4,-9999,4.36,14140.72141
24159,296.31183,-14.74667,16.19,0.19,11.92,0.29,4.27,0.346698716
24160,296.17023,-14.6731,16.75,-9999,12.76,-9999,3.99,14140.72141
24161,296.30055,-14.84611,16.34,0.23,12.11,-9999,4.23,9999.000003
24162,296.19885,-14.89556,16.32,-9999,11.52,0.24,4.8,9999.000003
24163,296.2333,-14.65931,16.89,-9999,12.24,-9999,4.65,14140.72141
24164,296.30726,-14.65146,16.63,0.25,12.19,-9999,4.44,9999.000003
24165,296.25048,-14.87594,16.49,0.11,11.7,0.17,4.79,0.202484567
24166,296.21269,-14.75124,16.49,-9999,12.05,-9999,4.44,14140.72141
24167,296.26602,-14.88439,16.58,-9999,13.39,-9999,3.19,14140.72141
24168,296.14282,-14.93268,15.9,-9999,11.94,0.14,3.96,9999.000001
24169,296.25305,-14.74198,16.43,-9999,12.76,-9999,3.67,14140.72141
24170,296.1975,-14.94623,15.35,0.11,12.02,0.24,3.33,0.264007576
24171,296.16995,-14.8519,16.12,0.18,12.31,-9999,3.81,9999.000002
24172,296.23398,-14.73579,15.88,0.1,12.48,0.21,3.4,0.232594067
24173,296.06154,-14.72763,15.43,0.08,12.48,-9999,2.95,9999
24174,296.19437,-14.86565,16.63,-9999,12.16,-9999,4.47,14140.72141
24175,296.1368,-14.67073,16.53,-9999,12.15,-9999,4.38,14140.72141
24176,296.43155,-14.84855,16.29,-9999,11.92,-9999,4.37,14140.72141
24177,296.17892,-14.79282,16.91,0.23,12.4,-9999,4.51,9999.000003
24178,296.20635,-14.87802,14.99,-9999,10.03,-9999,4.96,14140.72141
24179,296.41321,-14.90386,15.84,-9999,11.96,-9999,3.88,14140.72141
24180,296.13776,-14.88123,16.74,0.28,12.04,-9999,4.7,9999.000004
24181,296.36728,-14.70065,16.4,0.29,11.99,-9999,4.41,9999.000004
24182,296.25336,-14.73716,16.6,-9999,12.69,-9999,3.91,14140.72141
24183,296.28439,-14.89184,16.22,0.21,12.02,-9999,4.2,9999.000002
24184,296.29739,-14.91152,15.74,0.21,11.51,0.15,4.23,0.258069758
24185,296.129,-14.66824,16.27,0.15,12.46,-9999,3.81,9999.000001
24186,296.2546,-14.73321,16.63,-9999,12.36,-9999,4.27,14140.72141
24187,296.37444,-14.91473,16.05,-9999,12.34,-9999,3.71,14140.72141
24188,296.22216,-14.911,15.53,0.12,12.28,-9999,3.25,9999.000001
24189,296.0756,-14.67675,16.72,-9999,12.18,-9999,4.54,14140.72141
24190,296.25373,-14.74341,16.6,0.16,12.99,-9999,3.61,9999.000001
24191,296.30581,-14.92031,16.12,-9999,13.33,-9999,2.79,14140.72141
24192,296.33827,-14.68891,16.48,-9999,12.75,-9999,3.73,14140.72141
24193,296.22529,-14.74913,16.84,0.25,12.78,-9999,4.06,9999.000003
24194,296.27764,-14.91083,16.35,-9999,10.9,0.1,5.45,9999.000001
24195,296.15418,-14.91757,16.56,0.18,11.41,0.19,5.15,0.261725047
24196,296.29433,-14.82253,16.49,0.15,11.95,-9999,4.54,9999.000001
24197,296.26068,-14.76458,16.59,-9999,12.14,-9999,4.45,14140.72141
24198,296.3776,-14.83959,16.44,0.21,12.28,-9999,4.16,9999.000002
24199,296.13957,-14.84009,16.79,0.25,13.06,0.29,3.73,0.382883794
24200,296.12338,-14.84244,16.71,0.3,12.82,-9999,3.89,9999.000005
24201,296.38904,-14.6645,15.93,0.13,12.18,-9999,3.75,9999.000001
24202,296.28921,-14.70291,16.8,0.28,12.88,-9999,3.92,9999.000004
24203,296.38673,-14.64474,16.38,0.21,12.45,-9999,3.93,9999.000002
24204,296.41425,-14.77311,16.56,0.24,12.64,-9999,3.92,9999.000003
24205,296.29334,-14.88701,16.32,0.12,12.09,-9999,4.23,9999.000001
24206,296.15092,-14.85315,16.55,-9999,12.57,-9999,3.98,14140.72141
24207,296.14647,-14.80316,16.39,0.29,12.25,-9999,4.14,9999.000004
24208,296.23926,-14.85126,16.17,-9999,12.61,-9999,3.56,14140.72141
24209,296.1373,-14.87182,16.82,0.27,11.4,0.26,5.42,0.374833296
24210,296.08513,-14.96992,15.83,-9999,12.22,-9999,3.61,14140.72141
24211,296.38336,-14.85202,16.7,-9999,12.58,-9999,4.12,14140.72141
24212,296.40609,-14.8825,15.92,-9999,12.4,-9999,3.52,14140.72141
24213,296.33148,-14.68225,16.6,-9999,12.2,-9999,4.4,14140.72141
24214,296.30447,-14.6543,16.63,-9999,13.18,-9999,3.45,14140.72141
24215,296.33256,-14.76984,16.81,0.19,12.67,-9999,4.14,9999.000002
24216,296.10277,-14.84789,16.91,0.29,12.25,-9999,4.66,9999.000004
24217,296.04365,-14.75905,16.34,-9999,11.91,-9999,4.43,14140.72141
24218,296.29945,-14.75471,16.21,0.19,12.7,-9999,3.51,9999.000002
24219,296.22036,-14.68187,16.5,-9999,13.43,-9999,3.07,14140.72141
24220,296.14416,-14.76662,15.62,0.1,12.2,0.08,3.42,0.128062485
24221,296.19145,-14.90597,15.98,-9999,13.04,-9999,2.94,14140.72141
24222,296.15038,-14.70703,15.83,0.08,10.88,0.13,4.95,0.152643375
24223,296.26902,-14.66988,16.59,0.25,12.82,-9999,3.77,9999.000003
24224,296.36737,-14.91827,16.18,-9999,12.98,-9999,3.2,14140.72141
24225,296.31724,-14.88805,16.42,0.16,13.05,-9999,3.37,9999.000001
24226,296.18699,-14.74443,16.67,0.23,12.56,-9999,4.11,9999.000003
24227,296.22354,-14.86803,16.37,-9999,12.33,-9999,4.04,14140.72141
24228,296.26331,-14.87868,16.54,0.18,12.17,-9999,4.37,9999.000002
24229,296.40016,-14.71257,16.4,-9999,12.47,-9999,3.93,14140.72141
24230,296.20076,-14.76329,15.81,0.12,11.74,-9999,4.07,9999.000001
24231,296.28487,-14.71054,16.62,-9999,12.35,-9999,4.27,14140.72141
24232,296.20352,-14.95085,15.97,-9999,12.32,-9999,3.65,14140.72141
24233,296.26015,-14.77177,16.59,-9999,12.47,-9999,4.12,14140.72141
24234,296.35109,-14.69741,15.93,0.13,12.25,-9999,3.68,9999.000001
24235,296.36573,-14.77998,16.21,0.14,12.45,-9999,3.76,9999.000001
24236,296.17937,-14.8724,16.61,-9999,12.71,-9999,3.9,14140.72141
24237,296.37106,-14.67922,16.31,-9999,12.66,-9999,3.65,14140.72141
24238,296.27388,-14.64996,16.23,0.1,13.02,-9999,3.21,9999.000001
24239,296.11998,-14.76259,16.74,0.21,12.64,-9999,4.1,9999.000002
24240,296.19816,-14.85455,15.57,0.1,12.27,-9999,3.3,9999.000001
24241,296.33813,-14.70088,15.73,0.09,12.33,0.19,3.4,0.21023796
24242,296.33041,-14.87705,16.39,0.18,12.77,-9999,3.62,9999.000002
24243,296.19921,-14.77034,16.18,-9999,12.38,-9999,3.8,14140.72141
24244,296.35619,-14.88501,17.04,0.3,13.31,-9999,3.73,9999.000005
24245,296.08956,-14.80908,16.44,0.16,12.44,-9999,4,9999.000001
24246,296.24768,-14.76073,16.43,-9999,12.81,-9999,3.62,14140.72141
24247,296.26549,-14.88359,15.91,0.14,13,-9999,2.91,9999.000001
24248,296.24126,-14.85511,17.17,0.17,12.1,-9999,5.07,9999.000001
24249,296.1938,-14.81463,16.38,-9999,13.43,-9999,2.95,14140.72141
24250,296.18974,-14.82139,16.86,0.22,12.46,-9999,4.4,9999.000002
24251,296.3073,-14.81469,16.5,-9999,12.43,-9999,4.07,14140.72141
24252,296.27299,-14.80337,16.02,-9999,12.27,-9999,3.75,14140.72141
24253,296.35563,-14.72291,16.71,-9999,12.59,-9999,4.12,14140.72141
24254,296.40592,-14.79659,16.37,0.26,12.31,-9999,4.06,9999.000003
24255,296.12661,-14.75875,16.86,-9999,12.67,-9999,4.19,14140.72141
24256,296.12617,-14.69456,15.33,0.1,8.63,0.24,6.7,0.26
24257,296.35302,-14.78249,16.5,0.2,12.35,-9999,4.15,9999.000002
24258,296.15502,-14.73953,16.53,-9999,12.41,-9999,4.12,14140.72141
24259,296.28072,-14.76049,16.37,0.19,12.24,-9999,4.13,9999.000002
24260,296.18279,-14.89032,16.55,-9999,12.49,-9999,4.06,14140.72141
24261,296.16571,-14.81016,16.11,0.26,13.3,-9999,2.81,9999.000003
24262,296.30137,-14.79046,16.32,-9999,12.28,0.22,4.04,9999.000002
24263,296.35972,-14.71967,16.96,0.17,12.89,-9999,4.07,9999.000001
24264,296.38255,-14.73288,16.16,0.17,12.38,-9999,3.78,9999.000001
24265,296.30104,-14.74037,16.32,0.15,12.63,-9999,3.69,9999.000001
24266,296.26642,-14.8295,16.89,-9999,12.42,-9999,4.47,14140.72141
24267,296.11601,-14.73227,16.72,-9999,13.27,-9999,3.45,14140.72141
24268,296.07576,-14.86325,16.6,0.3,11.22,0.19,5.38,0.355105618
