,ID,RA,Dec,k36mag,e36mag,d36mag,k45mag,e45mag,d45mag,k58mag,e58mag,d58mag,k80mag,e80mag,d80mag,k24mag,e24mag,dstArcSec,RAJ2000,DEJ2000,Jmag,eJmag,Hmag,eHmag,Kmag,eKmag,CMD1region,CMD2region,CMD3region
9579,9580,296.37793999999997,-14.73621,17.71,0.12,0.75,17.24,0.09,-0.1,16.77,0.12,-9999.0,15.87,0.14,-9999.0,12.55,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9580,9581,296.31937999999997,-14.76467,17.23,0.04,0.19,17.24,0.08,0.01,17.52,-9999.0,-9999.0,16.28,0.14,-9999.0,12.53,-9999.0,0.153212046484769,296.31933599999996,-14.764669,18.275,0.054000000000000006,17.51,0.043,17.468,0.059000000000000004,-9999,-9999,6
9581,9582,296.20076,-14.901,17.32,0.06,0.15,17.24,0.05,0.0,16.44,0.09,-0.48,16.23,0.17,-9999.0,11.49,0.17,0.487797724053587,296.200806,-14.900872,18.833,0.106,17.963,0.076,17.945,0.094,-9999,-9999,6
9582,9583,296.38367,-14.904179999999998,17.2,0.05,-0.12,17.24,0.06,-0.1,16.97,0.17,-9999.0,15.92,0.21,-9999.0,12.95,-9999.0,0.543469892592032,296.383514,-14.904188000000001,17.61,0.032,17.293,0.036000000000000004,17.373,0.054000000000000006,-9999,-9999,6
9583,9584,296.18109,-14.78168,17.48,0.05,0.3,17.24,0.08,-0.03,16.78,0.15,-9999.0,15.63,0.1,-9999.0,12.51,-9999.0,0.10805607975984101,296.18109100000004,-14.78165,18.423,0.075,17.695999999999998,0.061,17.538,0.066,-9999,-9999,6
9584,9585,296.25066,-14.92036,17.38,0.09,0.43,17.24,0.06,0.52,16.26,0.1,-0.13,16.13,0.26,-9999.0,12.95,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9586,9587,296.1249,-14.879539999999999,16.93,0.13,1.25,17.24,0.07,1.7,15.56,0.09,-9999.0,15.55,0.13,-9999.0,12.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9593,9594,296.2498,-14.80424,17.16,0.05,1.49,17.24,0.07,1.53,16.26,0.11,0.91,15.46,0.12,0.48,11.95,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9595,9596,296.1625,-14.832529999999998,17.45,0.11,0.72,17.24,0.13,0.49,16.32,0.11,-9999.0,16.24,0.16,-9999.0,12.33,0.25,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9598,9599,296.33556,-14.801639999999999,17.34,0.04,0.11,17.24,0.08,-0.05,16.24,0.07,-0.55,16.33,0.14,0.08,12.79,-9999.0,0.28672124806908506,296.33547999999996,-14.801658999999999,18.434,0.062,17.575,0.045,17.557000000000002,0.063,-9999,-9999,6
